Day(14%HIV+Population) percentHealthyAverage percentInfectedAverage percentDiseasedAverage percentDeadAverage
17712 49.050000000000004 39.39 3.849999999999999 7.8100000000000005
17736 49.029999999999994 39.39 3.849999999999999 7.830000000000001
17760 49.029999999999994 39.379999999999995 3.8599999999999994 7.830000000000001
17784 49.029999999999994 39.379999999999995 3.849999999999999 7.84
17808 49.03000000000001 39.379999999999995 3.84 7.85
17832 49.040000000000006 39.379999999999995 3.82 7.86
17856 49.050000000000004 39.379999999999995 3.7999999999999994 7.870000000000001
17880 49.050000000000004 39.379999999999995 3.7600000000000002 7.91
17904 49.050000000000004 39.379999999999995 3.74 7.930000000000001
17928 49.050000000000004 39.379999999999995 3.74 7.930000000000001
17952 49.06 39.379999999999995 3.73 7.930000000000001
17976 49.06 39.379999999999995 3.7199999999999998 7.9399999999999995
18000 49.06 39.379999999999995 3.7199999999999998 7.9399999999999995
18024 49.06 39.379999999999995 3.7199999999999998 7.9399999999999995
18048 49.08 39.379999999999995 3.6999999999999997 7.9399999999999995
18072 49.08 39.379999999999995 3.6900000000000004 7.95
18096 49.09 39.379999999999995 3.6699999999999995 7.960000000000001
18120 49.09 39.379999999999995 3.66 7.970000000000001
18144 49.09 39.379999999999995 3.66 7.970000000000001
18168 49.1 39.379999999999995 3.65 7.970000000000001
18192 49.1 39.379999999999995 3.65 7.970000000000001
18216 49.1 39.379999999999995 3.64 7.980000000000001
18240 49.1 39.379999999999995 3.63 7.99
18264 49.1 39.379999999999995 3.63 7.99
18288 49.1 39.379999999999995 3.6199999999999997 8.0
18312 49.12 39.379999999999995 3.5999999999999996 8.0
18336 49.12 39.379999999999995 3.5900000000000003 8.01
18360 49.13 39.379999999999995 3.58 8.01
18384 49.13 39.379999999999995 3.55 8.04
18408 49.13 39.379999999999995 3.54 8.049999999999999
18432 49.13 39.379999999999995 3.54 8.049999999999999
18456 49.12 39.379999999999995 3.5199999999999996 8.080000000000002
18480 49.11 39.4 3.51 8.080000000000002
18504 49.11 39.4 3.49 8.1
18528 49.13 39.4 3.4699999999999993 8.1
18552 49.13 39.4 3.4699999999999993 8.1
18576 49.14000000000001 39.4 3.46 8.1
18600 49.14000000000001 39.4 3.4499999999999997 8.11
18624 49.14000000000001 39.4 3.4499999999999997 8.11
18648 49.14000000000001 39.4 3.440000000000001 8.120000000000001
18672 49.14000000000001 39.4 3.440000000000001 8.120000000000001
18696 49.16000000000002 39.4 3.420000000000001 8.120000000000001
18720 49.15000000000001 39.4 3.4100000000000006 8.14
