Day(100.0%OfPopulation) percentHealthyAverage percentInfectedAverage percentDiseasedAverage percentDeadAverage
19368 51.849999999999994 36.099999999999994 2.7499999999999996 9.7
19392 51.849999999999994 36.099999999999994 2.7499999999999996 9.7
19416 51.849999999999994 36.099999999999994 2.7499999999999996 9.7
19440 51.849999999999994 36.099999999999994 2.7499999999999996 9.7
19464 51.849999999999994 36.099999999999994 2.7499999999999996 9.7
19488 51.849999999999994 36.099999999999994 2.7499999999999996 9.7
19512 51.89999999999999 36.099999999999994 2.6999999999999997 9.7
19536 51.949999999999996 36.099999999999994 2.6500000000000004 9.7
19560 51.949999999999996 36.099999999999994 2.6500000000000004 9.7
19584 51.949999999999996 36.099999999999994 2.6500000000000004 9.7
19608 51.949999999999996 36.099999999999994 2.6500000000000004 9.7
19632 51.99999999999999 36.099999999999994 2.5 9.799999999999999
19656 51.99999999999999 36.099999999999994 2.5 9.799999999999999
19680 52.05 36.099999999999994 2.45 9.799999999999999
19704 52.05 36.099999999999994 2.45 9.799999999999999
19728 52.05 36.099999999999994 2.45 9.799999999999999
19752 52.05 36.099999999999994 2.45 9.799999999999999
19776 52.05 36.099999999999994 2.45 9.799999999999999
19800 52.05 36.099999999999994 2.45 9.799999999999999
19824 52.05 36.099999999999994 2.45 9.799999999999999
19848 52.05 36.099999999999994 2.4 9.85
19872 52.05 36.099999999999994 2.4 9.85
19896 51.99999999999999 36.099999999999994 2.4 9.899999999999999
19920 51.99999999999999 36.099999999999994 2.4 9.899999999999999
19944 51.949999999999996 36.099999999999994 2.4 9.95
19968 51.99999999999999 36.099999999999994 2.35 9.95
19992 52.05 36.099999999999994 2.3 9.95
20016 52.05 36.099999999999994 2.3 9.95
20040 52.05 36.099999999999994 2.3 9.95
20064 52.05 36.099999999999994 2.3 9.95
20088 52.05 36.099999999999994 2.3 9.95
20112 52.05 36.099999999999994 2.3 9.95
20136 51.99999999999999 36.099999999999994 2.3 10.0
20160 51.99999999999999 36.099999999999994 2.3 10.0
20184 51.99999999999999 36.099999999999994 2.3 10.0
20208 51.99999999999999 36.099999999999994 2.25 10.049999999999999
20232 51.99999999999999 36.099999999999994 2.1999999999999997 10.100000000000001
20256 52.05 36.099999999999994 2.0999999999999996 10.149999999999999
20280 52.05 36.099999999999994 2.0999999999999996 10.149999999999999
20304 52.05 36.099999999999994 2.0999999999999996 10.149999999999999
20328 52.05 36.099999999999994 2.0999999999999996 10.149999999999999
20352 52.05 36.099999999999994 2.0999999999999996 10.149999999999999
20376 52.05 36.099999999999994 2.0999999999999996 10.149999999999999
20400 52.05 36.099999999999994 2.0999999999999996 10.149999999999999
20424 51.99999999999999 36.099999999999994 2.0999999999999996 10.200000000000001
20448 51.99999999999999 36.099999999999994 2.0999999999999996 10.200000000000001
20472 51.99999999999999 36.099999999999994 2.0999999999999996 10.200000000000001
20496 51.99999999999999 36.099999999999994 2.05 10.25
20520 51.99999999999999 36.099999999999994 2.05 10.25
20544 51.99999999999999 36.099999999999994 2.05 10.25
20568 51.99999999999999 36.099999999999994 2.05 10.25
20592 51.99999999999999 36.099999999999994 2.05 10.25
20616 51.99999999999999 36.099999999999994 2.05 10.25
20640 51.99999999999999 36.099999999999994 2.05 10.25
20664 51.99999999999999 36.099999999999994 2.05 10.25
20688 51.99999999999999 36.099999999999994 2.05 10.25
20712 51.99999999999999 36.099999999999994 2.05 10.25
20736 51.99999999999999 36.099999999999994 2.05 10.25
20760 51.99999999999999 36.099999999999994 2.05 10.25
20784 51.99999999999999 36.099999999999994 2.05 10.25
20808 51.99999999999999 36.099999999999994 2.05 10.25
20832 51.99999999999999 36.099999999999994 2.05 10.25
20856 51.99999999999999 36.099999999999994 2.05 10.25
20880 51.99999999999999 36.099999999999994 2.05 10.25
20904 51.99999999999999 36.099999999999994 2.05 10.25
20928 51.99999999999999 36.099999999999994 2.05 10.25
20952 51.99999999999999 36.099999999999994 2.05 10.25
20976 51.99999999999999 36.099999999999994 2.05 10.25
21000 51.99999999999999 36.099999999999994 2.05 10.25
21024 51.95000000000001 36.099999999999994 2.05 10.3
21048 51.95000000000001 36.099999999999994 2.05 10.3
21072 51.95000000000001 36.099999999999994 2.05 10.3
21096 51.95000000000001 36.099999999999994 2.05 10.3
21120 51.95000000000001 36.099999999999994 2.05 10.3
21144 51.95000000000001 36.099999999999994 2.05 10.3
21168 51.95000000000001 36.099999999999994 2.05 10.3
21192 51.95000000000001 36.099999999999994 2.05 10.3
21216 51.95000000000001 36.099999999999994 2.05 10.3
21240 51.95000000000001 36.099999999999994 2.05 10.3
21264 51.95000000000001 36.099999999999994 2.05 10.3
21288 51.89999999999999 36.099999999999994 2.05 10.35
21312 51.89999999999999 36.099999999999994 2.05 10.35
21336 51.89999999999999 36.099999999999994 2.05 10.35
21360 51.89999999999999 36.099999999999994 2.05 10.35
21384 51.89999999999999 36.099999999999994 2.05 10.35
21408 51.89999999999999 36.099999999999994 2.05 10.35
21432 51.95000000000001 36.099999999999994 2.0 10.35
21456 51.95000000000001 36.099999999999994 2.0 10.35
21480 51.95000000000001 36.099999999999994 2.0 10.35
21504 51.95000000000001 36.099999999999994 2.0 10.35
21528 51.95000000000001 36.099999999999994 2.0 10.35
21552 51.95000000000001 36.099999999999994 2.0 10.35
21576 51.95000000000001 36.099999999999994 2.0 10.35
21600 51.95000000000001 36.099999999999994 1.95 10.4
21624 51.99999999999999 36.099999999999994 1.9 10.4
21648 51.99999999999999 36.099999999999994 1.9 10.4
21672 52.05 36.099999999999994 1.8499999999999999 10.4
21696 52.05 36.099999999999994 1.8499999999999999 10.4
21720 52.05 36.099999999999994 1.8499999999999999 10.4
21744 52.05 36.099999999999994 1.8499999999999999 10.4
21768 52.05 36.099999999999994 1.8499999999999999 10.4
21792 52.05 36.099999999999994 1.8499999999999999 10.4
21816 52.05 36.099999999999994 1.8499999999999999 10.4
21840 52.05 36.099999999999994 1.8499999999999999 10.4
21864 52.099999999999994 36.099999999999994 1.7999999999999998 10.4
21888 52.099999999999994 36.099999999999994 1.7999999999999998 10.4
21912 52.099999999999994 36.099999999999994 1.7999999999999998 10.4
21936 52.099999999999994 36.099999999999994 1.7999999999999998 10.4
21960 52.099999999999994 36.099999999999994 1.7999999999999998 10.4
21984 52.099999999999994 36.099999999999994 1.7999999999999998 10.4
22008 52.099999999999994 36.099999999999994 1.7999999999999998 10.4
22032 52.099999999999994 36.099999999999994 1.7999999999999998 10.4
22056 52.099999999999994 36.099999999999994 1.7999999999999998 10.4
22080 52.099999999999994 36.099999999999994 1.7999999999999998 10.4
22104 52.099999999999994 36.099999999999994 1.7499999999999998 10.45
22128 52.099999999999994 36.099999999999994 1.6999999999999997 10.500000000000002
22152 52.099999999999994 36.099999999999994 1.6999999999999997 10.500000000000002
22176 52.099999999999994 36.099999999999994 1.6499999999999997 10.549999999999999
22200 52.099999999999994 36.099999999999994 1.6499999999999997 10.549999999999999
22224 52.099999999999994 36.099999999999994 1.6499999999999997 10.549999999999999
22248 52.15 36.099999999999994 1.5999999999999996 10.549999999999999
22272 52.15 36.099999999999994 1.55 10.600000000000001
22296 52.15 36.099999999999994 1.55 10.600000000000001
22320 52.15 36.099999999999994 1.5 10.65
22344 52.15 36.099999999999994 1.5 10.65
22368 52.15 36.099999999999994 1.5 10.65
22392 52.15 36.099999999999994 1.5 10.65
22416 52.15 36.099999999999994 1.5 10.65
22440 52.15 36.099999999999994 1.5 10.65
22464 52.15 36.099999999999994 1.5 10.65
22488 52.15 36.099999999999994 1.5 10.65
22512 52.15 36.099999999999994 1.5 10.65
22536 52.15 36.099999999999994 1.5 10.65
22560 52.15 36.099999999999994 1.5 10.65
22584 52.15 36.099999999999994 1.5 10.65
22608 52.15 36.099999999999994 1.5 10.65
22632 52.15 36.099999999999994 1.5 10.65
22656 52.15 36.099999999999994 1.45 10.700000000000001
22680 52.19999999999999 36.099999999999994 1.4 10.700000000000001
22704 52.19999999999999 36.099999999999994 1.4 10.700000000000001
22728 52.19999999999999 36.099999999999994 1.4 10.700000000000001
22752 52.19999999999999 36.099999999999994 1.3499999999999999 10.75
22776 52.19999999999999 36.099999999999994 1.3499999999999999 10.75
22800 52.19999999999999 36.099999999999994 1.3499999999999999 10.75
22824 52.19999999999999 36.099999999999994 1.3499999999999999 10.75
22848 52.19999999999999 36.099999999999994 1.3499999999999999 10.75
22872 52.19999999999999 36.099999999999994 1.3499999999999999 10.75
22896 52.19999999999999 36.099999999999994 1.3499999999999999 10.75
22920 52.19999999999999 36.099999999999994 1.3 10.8
22944 52.19999999999999 36.099999999999994 1.3 10.8
22968 52.19999999999999 36.099999999999994 1.3 10.8
22992 52.19999999999999 36.099999999999994 1.3 10.8
23016 52.19999999999999 36.099999999999994 1.3 10.8
23040 52.19999999999999 36.099999999999994 1.3 10.8
23064 52.19999999999999 36.099999999999994 1.3 10.8
23088 52.19999999999999 36.099999999999994 1.3 10.8
23112 52.19999999999999 36.099999999999994 1.3 10.8
23136 52.19999999999999 36.099999999999994 1.3 10.8
23160 52.25 36.099999999999994 1.25 10.8
23184 52.25 36.099999999999994 1.25 10.8
23208 52.25 36.099999999999994 1.25 10.8
23232 52.25 36.099999999999994 1.25 10.8
23256 52.25 36.099999999999994 1.25 10.8
23280 52.25 36.099999999999994 1.25 10.8
23304 52.25 36.099999999999994 1.25 10.8
23328 52.25 36.099999999999994 1.25 10.8
23352 52.25 36.099999999999994 1.25 10.8
23376 52.25 36.099999999999994 1.25 10.8
23400 52.25 36.099999999999994 1.2 10.85
23424 52.25 36.099999999999994 1.2 10.85
23448 52.25 36.099999999999994 1.2 10.85
23472 52.25 36.099999999999994 1.2 10.85
23496 52.25 36.099999999999994 1.2 10.85
23520 52.25 36.099999999999994 1.2 10.85
23544 52.25 36.099999999999994 1.2 10.85
23568 52.25 36.099999999999994 1.2 10.85
23592 52.25 36.099999999999994 1.2 10.85
23616 52.25 36.099999999999994 1.2 10.85
23640 52.25 36.099999999999994 1.2 10.85
23664 52.19999999999999 36.099999999999994 1.2 10.899999999999999
23688 52.19999999999999 36.099999999999994 1.2 10.899999999999999
23712 52.19999999999999 36.099999999999994 1.2 10.899999999999999
23736 52.19999999999999 36.099999999999994 1.2 10.899999999999999
23760 52.19999999999999 36.099999999999994 1.15 10.95
23784 52.19999999999999 36.099999999999994 1.15 10.95
23808 52.15 36.099999999999994 1.15 10.999999999999998
23832 52.15 36.099999999999994 1.15 10.999999999999998
23856 52.15 36.099999999999994 1.15 10.999999999999998
23880 52.15 36.099999999999994 1.15 10.999999999999998
23904 52.15 36.099999999999994 1.15 10.999999999999998
23928 52.15 36.099999999999994 1.0999999999999999 11.05
23952 52.15 36.099999999999994 1.0999999999999999 11.05
23976 52.15 36.099999999999994 1.0999999999999999 11.05
24000 52.15 36.099999999999994 1.0999999999999999 11.05
24024 52.15 36.099999999999994 1.0999999999999999 11.05
24048 52.15 36.099999999999994 1.0999999999999999 11.05
24072 52.099999999999994 36.099999999999994 1.0999999999999999 11.099999999999998
24096 52.099999999999994 36.099999999999994 1.0999999999999999 11.099999999999998
24120 52.099999999999994 36.099999999999994 1.0999999999999999 11.099999999999998
24144 52.099999999999994 36.099999999999994 1.0999999999999999 11.099999999999998
24168 52.099999999999994 36.099999999999994 1.0999999999999999 11.099999999999998
24192 52.099999999999994 36.099999999999994 1.0999999999999999 11.099999999999998
24216 52.099999999999994 36.099999999999994 1.0999999999999999 11.099999999999998
24240 52.05 36.099999999999994 1.0999999999999999 11.149999999999997
24264 52.05 36.099999999999994 1.05 11.2
24288 52.05 36.099999999999994 1.05 11.2
24312 52.05 36.099999999999994 1.05 11.2
24336 52.05 36.099999999999994 1.05 11.2
24360 52.05 36.099999999999994 1.05 11.2
24384 52.05 36.099999999999994 1.05 11.2
24408 52.05 36.099999999999994 1.05 11.2
24432 52.05 36.099999999999994 1.05 11.2
24456 52.05 36.099999999999994 1.05 11.2
24480 52.05 36.099999999999994 1.05 11.2
24504 52.05 36.099999999999994 1.05 11.2
24528 52.05 36.099999999999994 1.05 11.2
24552 52.05 36.099999999999994 1.05 11.2
24576 52.05 36.099999999999994 1.05 11.2
24600 52.05 36.099999999999994 1.05 11.2
24624 52.05 36.099999999999994 1.05 11.2
24648 52.05 36.099999999999994 1.05 11.2
24672 52.05 36.099999999999994 1.05 11.2
24696 52.05 36.099999999999994 1.05 11.2
24720 52.05 36.099999999999994 1.05 11.2
24744 52.05 36.099999999999994 1.0 11.25
24768 52.05 36.099999999999994 1.0 11.25
24792 52.05 36.099999999999994 1.0 11.25
24816 52.05 36.099999999999994 1.0 11.25
24840 52.05 36.099999999999994 1.0 11.25
24864 52.05 36.099999999999994 1.0 11.25
24888 52.05 36.099999999999994 1.0 11.25
24912 52.05 36.099999999999994 1.0 11.25
24936 52.05 36.099999999999994 1.0 11.25
24960 52.05 36.099999999999994 1.0 11.25
24984 51.99999999999999 36.099999999999994 1.0 11.299999999999999
25008 51.99999999999999 36.099999999999994 1.0 11.299999999999999
25032 51.99999999999999 36.099999999999994 1.0 11.299999999999999
25056 51.99999999999999 36.099999999999994 1.0 11.299999999999999
25080 51.99999999999999 36.099999999999994 1.0 11.299999999999999
25104 51.99999999999999 36.099999999999994 1.0 11.299999999999999
25128 51.99999999999999 36.099999999999994 1.0 11.299999999999999
25152 51.99999999999999 36.099999999999994 1.0 11.299999999999999
25176 51.99999999999999 36.099999999999994 1.0 11.299999999999999
25200 51.99999999999999 36.099999999999994 1.0 11.299999999999999
25224 51.99999999999999 36.099999999999994 0.95 11.349999999999998
25248 51.99999999999999 36.099999999999994 0.9000000000000001 11.399999999999999
25272 51.99999999999999 36.099999999999994 0.9000000000000001 11.399999999999999
25296 51.99999999999999 36.099999999999994 0.9000000000000001 11.399999999999999
25320 51.99999999999999 36.099999999999994 0.9000000000000001 11.399999999999999
25344 51.99999999999999 36.099999999999994 0.9000000000000001 11.399999999999999
25368 51.99999999999999 36.099999999999994 0.9000000000000001 11.399999999999999
25392 51.99999999999999 36.099999999999994 0.9000000000000001 11.399999999999999
25416 51.99999999999999 36.099999999999994 0.9000000000000001 11.399999999999999
25440 51.99999999999999 36.099999999999994 0.9000000000000001 11.399999999999999
25464 51.99999999999999 36.099999999999994 0.9000000000000001 11.399999999999999
25488 51.99999999999999 36.099999999999994 0.9000000000000001 11.399999999999999
25512 51.99999999999999 36.099999999999994 0.9000000000000001 11.399999999999999
25536 51.99999999999999 36.099999999999994 0.9000000000000001 11.399999999999999
25560 51.99999999999999 36.099999999999994 0.9000000000000001 11.399999999999999
25584 51.99999999999999 36.099999999999994 0.9000000000000001 11.399999999999999
25608 51.99999999999999 36.099999999999994 0.9000000000000001 11.399999999999999
25632 51.99999999999999 36.099999999999994 0.9000000000000001 11.399999999999999
25656 51.99999999999999 36.099999999999994 0.9000000000000001 11.399999999999999
25680 51.95000000000001 36.099999999999994 0.9000000000000001 11.450000000000001
25704 51.95000000000001 36.099999999999994 0.9000000000000001 11.450000000000001
25728 51.95000000000001 36.099999999999994 0.9000000000000001 11.450000000000001
25752 51.95000000000001 36.099999999999994 0.9000000000000001 11.450000000000001
25776 51.95000000000001 36.099999999999994 0.8500000000000001 11.5
25800 51.95000000000001 36.099999999999994 0.8500000000000001 11.5
25824 51.89999999999999 36.099999999999994 0.8500000000000001 11.549999999999997
25848 51.89999999999999 36.099999999999994 0.8500000000000001 11.549999999999997
25872 51.89999999999999 36.099999999999994 0.8500000000000001 11.549999999999997
25896 51.89999999999999 36.099999999999994 0.8500000000000001 11.549999999999997
25920 51.89999999999999 36.099999999999994 0.8500000000000001 11.549999999999997
25944 51.89999999999999 36.099999999999994 0.8000000000000002 11.6
25968 51.89999999999999 36.099999999999994 0.8000000000000002 11.6
25992 51.89999999999999 36.099999999999994 0.8000000000000002 11.6
26016 51.89999999999999 36.099999999999994 0.8000000000000002 11.6
26040 51.89999999999999 36.099999999999994 0.8000000000000002 11.6
26064 51.89999999999999 36.099999999999994 0.8000000000000002 11.6
26088 51.89999999999999 36.099999999999994 0.8000000000000002 11.6
26112 51.89999999999999 36.099999999999994 0.8000000000000002 11.6
26136 51.89999999999999 36.099999999999994 0.7500000000000001 11.65
26160 51.85000000000001 36.099999999999994 0.7500000000000001 11.700000000000003
26184 51.85000000000001 36.099999999999994 0.7500000000000001 11.700000000000003
26208 51.85000000000001 36.099999999999994 0.7500000000000001 11.700000000000003
26232 51.85000000000001 36.099999999999994 0.7500000000000001 11.700000000000003
26256 51.85000000000001 36.099999999999994 0.7500000000000001 11.700000000000003
26280 51.85000000000001 36.099999999999994 0.7500000000000001 11.700000000000003
26304 51.85000000000001 36.099999999999994 0.7500000000000001 11.700000000000003
26328 51.85000000000001 36.099999999999994 0.7500000000000001 11.700000000000003
26352 51.85000000000001 36.099999999999994 0.7500000000000001 11.700000000000003
26376 51.85000000000001 36.099999999999994 0.7500000000000001 11.700000000000003
26400 51.85000000000001 36.099999999999994 0.7500000000000001 11.700000000000003
26424 51.85000000000001 36.099999999999994 0.7500000000000001 11.700000000000003
26448 51.85000000000001 36.099999999999994 0.7500000000000001 11.700000000000003
26472 51.85000000000001 36.099999999999994 0.7500000000000001 11.700000000000003
26496 51.85000000000001 36.099999999999994 0.7500000000000001 11.700000000000003
26520 51.85000000000001 36.099999999999994 0.7500000000000001 11.700000000000003
26544 51.85000000000001 36.099999999999994 0.7500000000000001 11.700000000000003
26568 51.85000000000001 36.099999999999994 0.7500000000000001 11.700000000000003
26592 51.85000000000001 36.099999999999994 0.7500000000000001 11.700000000000003
26616 51.85000000000001 36.099999999999994 0.7500000000000001 11.700000000000003
26640 51.85000000000001 36.099999999999994 0.7500000000000001 11.700000000000003
26664 51.85000000000001 36.099999999999994 0.7500000000000001 11.700000000000003
26688 51.85000000000001 36.099999999999994 0.7500000000000001 11.700000000000003
26712 51.85000000000001 36.099999999999994 0.7500000000000001 11.700000000000003
26736 51.85000000000001 36.099999999999994 0.7000000000000001 11.75
26760 51.85000000000001 36.099999999999994 0.7000000000000001 11.75
26784 51.85000000000001 36.099999999999994 0.7000000000000001 11.75
26808 51.85000000000001 36.099999999999994 0.7000000000000001 11.75
26832 51.85000000000001 36.099999999999994 0.7000000000000001 11.75
26856 51.85000000000001 36.099999999999994 0.7000000000000001 11.75
26880 51.85000000000001 36.099999999999994 0.7000000000000001 11.75
26904 51.85000000000001 36.099999999999994 0.7000000000000001 11.75
26928 51.85000000000001 36.099999999999994 0.7000000000000001 11.75
26952 51.85000000000001 36.099999999999994 0.7000000000000001 11.75
26976 51.85000000000001 36.099999999999994 0.7000000000000001 11.75
27000 51.85000000000001 36.099999999999994 0.7000000000000001 11.75
27024 51.85000000000001 36.099999999999994 0.7000000000000001 11.75
27048 51.85000000000001 36.099999999999994 0.7000000000000001 11.75
27072 51.85000000000001 36.099999999999994 0.7000000000000001 11.75
27096 51.85000000000001 36.099999999999994 0.7000000000000001 11.75
27120 51.85000000000001 36.099999999999994 0.7000000000000001 11.75
27144 51.85000000000001 36.099999999999994 0.7000000000000001 11.75
27168 51.85000000000001 36.099999999999994 0.7000000000000001 11.75
27192 51.85000000000001 36.099999999999994 0.7000000000000001 11.75
27216 51.85000000000001 36.099999999999994 0.7000000000000001 11.75
27240 51.85000000000001 36.099999999999994 0.7000000000000001 11.75
27264 51.85000000000001 36.099999999999994 0.7000000000000001 11.75
27288 51.85000000000001 36.099999999999994 0.7000000000000001 11.75
27312 51.85000000000001 36.099999999999994 0.7000000000000001 11.75
27336 51.85000000000001 36.099999999999994 0.7000000000000001 11.75
27360 51.85000000000001 36.099999999999994 0.7000000000000001 11.75
27384 51.85000000000001 36.099999999999994 0.7000000000000001 11.75
27408 51.85000000000001 36.099999999999994 0.7000000000000001 11.75
27432 51.85000000000001 36.099999999999994 0.7000000000000001 11.75
27456 51.85000000000001 36.099999999999994 0.7000000000000001 11.75
27480 51.85000000000001 36.099999999999994 0.7000000000000001 11.75
27504 51.85000000000001 36.099999999999994 0.7000000000000001 11.75
27528 51.85000000000001 36.099999999999994 0.7000000000000001 11.75
27552 51.85000000000001 36.099999999999994 0.7000000000000001 11.75
27576 51.85000000000001 36.04999999999999 0.7500000000000001 11.75
27600 51.85000000000001 36.04999999999999 0.7500000000000001 11.75
27624 51.85000000000001 36.04999999999999 0.7500000000000001 11.75
27648 51.85000000000001 36.04999999999999 0.7500000000000001 11.75
27672 51.85000000000001 36.04999999999999 0.7500000000000001 11.75
27696 51.85000000000001 36.04999999999999 0.7500000000000001 11.75
27720 51.85000000000001 36.04999999999999 0.7500000000000001 11.75
27744 51.85000000000001 36.04999999999999 0.7500000000000001 11.75
27768 51.85000000000001 36.04999999999999 0.7500000000000001 11.75
27792 51.85000000000001 36.04999999999999 0.7500000000000001 11.75
27816 51.85000000000001 36.04999999999999 0.7500000000000001 11.75
27840 51.85000000000001 36.04999999999999 0.7500000000000001 11.75
27864 51.85000000000001 36.04999999999999 0.7500000000000001 11.75
27888 51.85000000000001 36.04999999999999 0.7500000000000001 11.75
27912 51.85000000000001 36.04999999999999 0.7500000000000001 11.75
27936 51.85000000000001 36.04999999999999 0.7500000000000001 11.75
27960 51.85000000000001 36.04999999999999 0.7500000000000001 11.75
27984 51.85000000000001 36.04999999999999 0.7500000000000001 11.75
28008 51.85000000000001 36.04999999999999 0.7500000000000001 11.75
28032 51.800000000000004 36.04999999999999 0.7500000000000001 11.799999999999999
28056 51.800000000000004 36.04999999999999 0.7000000000000001 11.850000000000001
28080 51.800000000000004 36.04999999999999 0.7000000000000001 11.850000000000001
28104 51.800000000000004 36.04999999999999 0.7000000000000001 11.850000000000001
28128 51.800000000000004 36.04999999999999 0.7000000000000001 11.850000000000001
28152 51.800000000000004 36.04999999999999 0.7000000000000001 11.850000000000001
28176 51.800000000000004 36.04999999999999 0.6 11.949999999999998
28200 51.800000000000004 36.04999999999999 0.6 11.949999999999998
28224 51.74999999999999 36.04999999999999 0.6 11.999999999999996
28248 51.74999999999999 36.04999999999999 0.6 11.999999999999996
28272 51.74999999999999 36.04999999999999 0.6 11.999999999999996
28296 51.74999999999999 36.04999999999999 0.6 11.999999999999996
28320 51.74999999999999 36.04999999999999 0.6 11.999999999999996
28344 51.74999999999999 36.04999999999999 0.6 11.999999999999996
28368 51.74999999999999 36.04999999999999 0.6 11.999999999999996
28392 51.74999999999999 36.04999999999999 0.6 11.999999999999996
28416 51.74999999999999 36.04999999999999 0.6 11.999999999999996
28440 51.74999999999999 36.04999999999999 0.6 11.999999999999996
28464 51.74999999999999 36.04999999999999 0.6 11.999999999999996
28488 51.74999999999999 36.04999999999999 0.6 11.999999999999996
28512 51.74999999999999 36.04999999999999 0.5499999999999999 12.05
28536 51.74999999999999 36.04999999999999 0.5499999999999999 12.05
28560 51.74999999999999 36.04999999999999 0.5499999999999999 12.05
28584 51.74999999999999 36.04999999999999 0.5499999999999999 12.05
28608 51.74999999999999 36.04999999999999 0.5499999999999999 12.05
28632 51.74999999999999 36.04999999999999 0.5499999999999999 12.05
28656 51.74999999999999 36.04999999999999 0.5499999999999999 12.05
28680 51.74999999999999 36.04999999999999 0.5499999999999999 12.05
28704 51.74999999999999 36.04999999999999 0.5499999999999999 12.05
28728 51.74999999999999 36.04999999999999 0.5499999999999999 12.05
28752 51.74999999999999 36.04999999999999 0.5499999999999999 12.05
28776 51.74999999999999 36.04999999999999 0.5499999999999999 12.05
28800 51.74999999999999 36.04999999999999 0.5499999999999999 12.05
28824 51.74999999999999 36.04999999999999 0.5499999999999999 12.05
28848 51.74999999999999 36.04999999999999 0.5499999999999999 12.05
28872 51.74999999999999 36.04999999999999 0.5499999999999999 12.05
28896 51.74999999999999 36.04999999999999 0.5499999999999999 12.05
28920 51.74999999999999 36.04999999999999 0.5499999999999999 12.05
28944 51.74999999999999 36.04999999999999 0.5499999999999999 12.05
28968 51.74999999999999 36.04999999999999 0.5499999999999999 12.05
28992 51.74999999999999 36.04999999999999 0.5499999999999999 12.05
29016 51.74999999999999 36.04999999999999 0.5499999999999999 12.05
29040 51.74999999999999 36.04999999999999 0.5499999999999999 12.05
29064 51.7 36.04999999999999 0.5499999999999999 12.1
29088 51.7 36.04999999999999 0.5499999999999999 12.1
29112 51.7 36.04999999999999 0.5499999999999999 12.1
29136 51.7 36.04999999999999 0.5499999999999999 12.1
29160 51.7 36.04999999999999 0.5499999999999999 12.1
29184 51.7 36.04999999999999 0.5499999999999999 12.1
29208 51.7 36.04999999999999 0.5499999999999999 12.1
29232 51.7 36.04999999999999 0.5499999999999999 12.1
29256 51.7 36.04999999999999 0.5499999999999999 12.1
29280 51.7 36.04999999999999 0.5499999999999999 12.1
29304 51.7 36.04999999999999 0.5499999999999999 12.1
29328 51.7 36.04999999999999 0.5499999999999999 12.1
29352 51.7 36.04999999999999 0.5499999999999999 12.1
29376 51.7 36.04999999999999 0.5499999999999999 12.1
29400 51.7 36.04999999999999 0.5499999999999999 12.1
29424 51.7 36.04999999999999 0.5499999999999999 12.1
29448 51.7 36.04999999999999 0.5499999999999999 12.1
29472 51.65 36.04999999999999 0.5499999999999999 12.149999999999999
29496 51.65 36.04999999999999 0.5499999999999999 12.149999999999999
29520 51.65 36.04999999999999 0.5499999999999999 12.149999999999999
29544 51.65 36.04999999999999 0.5499999999999999 12.149999999999999
29568 51.65 36.04999999999999 0.5499999999999999 12.149999999999999
29592 51.65 36.04999999999999 0.5499999999999999 12.149999999999999
29616 51.65 36.04999999999999 0.5499999999999999 12.149999999999999
29640 51.65 36.04999999999999 0.5499999999999999 12.149999999999999
29664 51.65 36.04999999999999 0.5499999999999999 12.149999999999999
29688 51.65 36.04999999999999 0.5499999999999999 12.149999999999999
29712 51.65 36.04999999999999 0.5499999999999999 12.149999999999999
29736 51.65 36.04999999999999 0.5499999999999999 12.149999999999999
29760 51.65 36.04999999999999 0.5499999999999999 12.149999999999999
29784 51.65 36.04999999999999 0.5499999999999999 12.149999999999999
29808 51.65 36.04999999999999 0.5499999999999999 12.149999999999999
29832 51.65 36.04999999999999 0.5499999999999999 12.149999999999999
29856 51.65 36.04999999999999 0.5499999999999999 12.149999999999999
29880 51.65 36.04999999999999 0.5499999999999999 12.149999999999999
29904 51.65 36.04999999999999 0.5499999999999999 12.149999999999999
29928 51.65 36.04999999999999 0.5499999999999999 12.149999999999999
29952 51.65 36.04999999999999 0.5499999999999999 12.149999999999999
29976 51.65 36.04999999999999 0.5499999999999999 12.149999999999999

Day(30.0%OfPopulation) percentHealthyAverage percentInfectedAverage percentDiseasedAverage percentDeadAverage
0 0.0 0.0 0.0 0.0
24 59.833333333333336 30.733333333333334 9.633333333333335 0.0
48 57.49999999999999 32.733333333333334 9.9 0.06666666666666668
72 56.10000000000001 33.96666666666667 10.0 0.13333333333333336
96 54.73333333333332 35.199999999999996 10.100000000000001 0.16666666666666666
120 53.833333333333336 35.93333333333334 10.266666666666666 0.16666666666666666
144 52.76666666666666 36.93333333333334 10.299999999999997 0.2
168 51.76666666666667 37.8 10.433333333333335 0.2
192 51.33333333333333 38.13333333333333 10.533333333333335 0.2
216 51.19999999999999 38.26666666666668 10.466666666666665 0.2666666666666667
240 51.06666666666666 38.36666666666667 10.4 0.36666666666666664
264 51.0 38.4 10.4 0.4
288 50.9 38.46666666666667 10.4 0.4333333333333333
312 50.73333333333332 38.63333333333333 10.4 0.4333333333333333
336 50.46666666666667 38.86666666666667 10.433333333333332 0.4333333333333333
360 50.46666666666667 38.86666666666667 10.366666666666665 0.5
384 50.36666666666666 38.93333333333332 10.333333333333332 0.5666666666666667
408 50.2 39.1 10.266666666666666 0.6333333333333334
432 50.16666666666666 39.1 10.266666666666666 0.6666666666666666
456 50.13333333333333 39.13333333333333 10.266666666666666 0.6666666666666666
480 49.999999999999986 39.233333333333334 10.3 0.6666666666666666
