Day(6.4%TBDiseaseONLYPopulation) percentHealthyAverage percentInfectedAverage percentDiseasedAverage percentDeadAverage
11424 51.57000000000001 38.46999999999999 3.430000000000001 6.75
11448 51.580000000000005 38.46999999999999 3.420000000000001 6.75
11472 51.580000000000005 38.46 3.430000000000001 6.75
11496 51.580000000000005 38.46 3.420000000000001 6.76
11520 51.59 38.46 3.3900000000000006 6.78
11544 51.59 38.449999999999996 3.3900000000000006 6.79
11568 51.59999999999999 38.43 3.3900000000000006 6.799999999999999
11592 51.559999999999995 38.470000000000006 3.3900000000000006 6.799999999999999
11616 51.57000000000001 38.45 3.400000000000001 6.799999999999999
11640 51.559999999999995 38.440000000000005 3.400000000000001 6.819999999999999
11664 51.580000000000005 38.43 3.3800000000000012 6.83
11688 51.580000000000005 38.41 3.400000000000001 6.83
11712 51.57999999999999 38.38 3.430000000000001 6.83
11736 51.54 38.4 3.450000000000001 6.83
11760 51.550000000000004 38.4 3.430000000000001 6.839999999999999
11784 51.550000000000004 38.4 3.430000000000001 6.839999999999999
11808 51.559999999999995 38.370000000000005 3.450000000000001 6.839999999999999
11832 51.559999999999995 38.349999999999994 3.4600000000000004 6.8500000000000005
11856 51.580000000000005 38.34 3.450000000000001 6.8500000000000005
11880 51.57999999999999 38.349999999999994 3.440000000000001 6.8500000000000005
11904 51.580000000000005 38.349999999999994 3.430000000000001 6.859999999999999
11928 51.53 38.379999999999995 3.430000000000001 6.88
11952 51.519999999999996 38.379999999999995 3.430000000000001 6.890000000000001
11976 51.519999999999996 38.39 3.420000000000001 6.890000000000001
12000 51.519999999999996 38.35999999999999 3.45 6.890000000000001
12024 51.53 38.35 3.45 6.890000000000001
12048 51.519999999999996 38.31 3.5000000000000004 6.890000000000001
12072 51.5 38.3 3.5300000000000007 6.890000000000001
12096 51.45000000000001 38.3 3.5700000000000003 6.8999999999999995
12120 51.44 38.32000000000001 3.5600000000000005 6.8999999999999995
12144 51.41 38.34000000000001 3.5700000000000003 6.8999999999999995
12168 51.43000000000001 38.34000000000001 3.5500000000000003 6.8999999999999995
12192 51.43000000000001 38.330000000000005 3.5600000000000005 6.8999999999999995
12216 51.41 38.35000000000001 3.5600000000000005 6.8999999999999995
12240 51.40999999999999 38.34000000000001 3.56 6.910000000000001
12264 51.38999999999999 38.35000000000001 3.56 6.92
12288 51.38 38.330000000000005 3.5699999999999994 6.939999999999999
12312 51.35999999999999 38.33 3.5699999999999994 6.959999999999999
12336 51.36999999999998 38.31 3.58 6.959999999999999
12360 51.379999999999995 38.3 3.58 6.959999999999999
12384 51.38999999999999 38.25999999999999 3.61 6.959999999999999
12408 51.36999999999999 38.28 3.61 6.959999999999999
12432 51.349999999999994 38.29 3.6199999999999997 6.959999999999999
12456 51.349999999999994 38.28 3.63 6.959999999999999
12480 51.349999999999994 38.28 3.6199999999999997 6.9700000000000015
12504 51.349999999999994 38.28 3.6199999999999997 6.9700000000000015
12528 51.370000000000005 38.269999999999996 3.5999999999999996 6.98
12552 51.35999999999999 38.25999999999999 3.5999999999999996 6.999999999999999
12576 51.35999999999999 38.25999999999999 3.5900000000000003 7.010000000000001
12600 51.34000000000001 38.25999999999999 3.61 7.010000000000001
12624 51.34000000000001 38.25 3.6199999999999997 7.010000000000001
12648 51.34000000000001 38.239999999999995 3.63 7.010000000000001
12672 51.34000000000001 38.22 3.65 7.010000000000001
12696 51.34000000000001 38.21 3.64 7.03
12720 51.34000000000001 38.190000000000005 3.65 7.039999999999999
12744 51.34000000000001 38.190000000000005 3.65 7.039999999999999
12768 51.34000000000001 38.18 3.66 7.039999999999999
12792 51.33 38.17 3.66 7.06
12816 51.339999999999996 38.13999999999999 3.6799999999999997 7.06
12840 51.32000000000001 38.13 3.6799999999999997 7.090000000000001
12864 51.31 38.13 3.6799999999999997 7.1
12888 51.31 38.14 3.6699999999999995 7.1
12912 51.30000000000001 38.14999999999999 3.6699999999999995 7.1
12936 51.28 38.16 3.6699999999999995 7.110000000000001
12960 51.25999999999999 38.17 3.66 7.13
12984 51.25999999999999 38.17 3.66 7.13
13008 51.25999999999999 38.17 3.65 7.139999999999999
13032 51.24999999999999 38.18 3.63 7.16
13056 51.239999999999995 38.190000000000005 3.63 7.16
13080 51.22 38.2 3.64 7.16
13104 51.21 38.2 3.65 7.16
13128 51.19000000000001 38.199999999999996 3.66 7.170000000000002
13152 51.169999999999995 38.199999999999996 3.66 7.19
13176 51.18000000000001 38.190000000000005 3.66 7.19
13200 51.18000000000001 38.18 3.6699999999999995 7.19
13224 51.150000000000006 38.17 3.71 7.19
13248 51.150000000000006 38.16 3.6999999999999997 7.210000000000001
13272 51.180000000000014 38.16 3.6699999999999995 7.210000000000001
13296 51.160000000000004 38.17 3.6799999999999997 7.210000000000001
13320 51.17999999999999 38.16 3.6699999999999995 7.210000000000001
13344 51.190000000000005 38.13999999999999 3.6799999999999997 7.210000000000001
13368 51.160000000000004 38.16 3.6699999999999995 7.23
13392 51.160000000000004 38.16 3.66 7.239999999999999
13416 51.160000000000004 38.15 3.6699999999999995 7.239999999999999
13440 51.15 38.12999999999999 3.6799999999999997 7.26
13464 51.160000000000004 38.10999999999999 3.6900000000000004 7.26
13488 51.160000000000004 38.099999999999994 3.6999999999999997 7.26
13512 51.160000000000004 38.099999999999994 3.6999999999999997 7.26
13536 51.16 38.089999999999996 3.6999999999999997 7.270000000000001
13560 51.150000000000006 38.08 3.7199999999999998 7.270000000000001
13584 51.139999999999986 38.089999999999996 3.7199999999999998 7.270000000000001
13608 51.139999999999986 38.089999999999996 3.7199999999999998 7.270000000000001
13632 51.139999999999986 38.08 3.7199999999999998 7.28
13656 51.139999999999986 38.07 3.7199999999999998 7.290000000000001
13680 51.150000000000006 38.05 3.73 7.290000000000001
13704 51.150000000000006 38.05 3.73 7.290000000000001
13728 51.149999999999984 38.06 3.71 7.3
13752 51.139999999999986 38.06 3.71 7.310000000000001
13776 51.150000000000006 38.05 3.6999999999999997 7.32
13800 51.150000000000006 38.06 3.6799999999999997 7.33
13824 51.150000000000006 38.06 3.6799999999999997 7.33
13848 51.109999999999985 38.06999999999999 3.71 7.33
13872 51.109999999999985 38.06 3.71 7.339999999999999
13896 51.09999999999999 38.05 3.71 7.359999999999999
13920 51.110000000000014 38.05 3.6999999999999997 7.359999999999999
13944 51.09 38.07000000000001 3.6900000000000004 7.370000000000002
13968 51.10000000000001 38.06 3.6900000000000004 7.370000000000002
13992 51.10000000000001 38.06 3.6900000000000004 7.370000000000002
14016 51.110000000000014 38.04 3.6900000000000004 7.380000000000001
14040 51.12 38.029999999999994 3.6900000000000004 7.380000000000001
14064 51.12 38.01 3.6999999999999997 7.390000000000001
14088 51.1 38.029999999999994 3.6999999999999997 7.390000000000001
14112 51.1 38.029999999999994 3.6999999999999997 7.390000000000001
14136 51.09000000000001 38.029999999999994 3.6799999999999997 7.42
14160 51.09000000000001 38.029999999999994 3.6699999999999995 7.430000000000001
14184 51.1 38.0 3.6799999999999997 7.4399999999999995
14208 51.1 38.0 3.6799999999999997 7.4399999999999995
14232 51.1 37.970000000000006 3.6999999999999997 7.450000000000001
14256 51.11 37.96000000000001 3.6999999999999997 7.450000000000001
14280 51.09 37.96000000000001 3.7199999999999998 7.450000000000001
14304 51.09 37.93 3.75 7.450000000000001
14328 51.040000000000006 37.96000000000001 3.7600000000000002 7.46
14352 51.01 37.96000000000001 3.7600000000000002 7.490000000000001
14376 50.97999999999999 37.96000000000001 3.7900000000000005 7.490000000000001
14400 50.97999999999999 37.95 3.8 7.490000000000001
14424 50.949999999999996 37.95 3.82 7.5
14448 50.92000000000001 37.970000000000006 3.8 7.53
14472 50.93 37.970000000000006 3.7900000000000005 7.53
14496 50.93 37.95 3.81 7.53
14520 50.940000000000005 37.93000000000001 3.82 7.53
14544 50.90000000000001 37.910000000000004 3.88 7.53
14568 50.92000000000001 37.92000000000001 3.849999999999999 7.53
14592 50.92000000000001 37.910000000000004 3.8599999999999994 7.53
14616 50.91000000000001 37.870000000000005 3.8899999999999997 7.550000000000001
14640 50.92000000000001 37.870000000000005 3.8799999999999994 7.550000000000001
14664 50.940000000000005 37.870000000000005 3.8599999999999994 7.550000000000001
14688 50.92000000000001 37.88000000000001 3.8699999999999997 7.550000000000001
14712 50.90000000000001 37.870000000000005 3.8999999999999995 7.550000000000001
14736 50.890000000000015 37.86 3.9099999999999997 7.5600000000000005
14760 50.91000000000001 37.85000000000001 3.8999999999999995 7.5600000000000005
14784 50.90000000000001 37.85000000000001 3.8799999999999994 7.590000000000001
14808 50.89 37.81 3.9299999999999993 7.590000000000001
14832 50.860000000000014 37.8 3.9499999999999993 7.610000000000001
14856 50.85000000000001 37.81 3.9499999999999993 7.610000000000001
14880 50.860000000000014 37.790000000000006 3.9599999999999995 7.610000000000001
14904 50.88 37.79 3.94 7.610000000000001
14928 50.870000000000005 37.79 3.9299999999999993 7.630000000000001
14952 50.85000000000001 37.79 3.94 7.64
14976 50.85000000000001 37.78 3.9400000000000004 7.649999999999999
15000 50.83 37.79 3.9400000000000004 7.66
15024 50.82000000000001 37.79 3.94 7.670000000000002
15048 50.83 37.79 3.92 7.680000000000001
15072 50.82000000000001 37.779999999999994 3.9299999999999993 7.690000000000001
15096 50.83 37.77 3.9299999999999993 7.690000000000001
15120 50.82 37.779999999999994 3.9099999999999997 7.709999999999999
15144 50.81 37.79 3.8999999999999995 7.720000000000001
15168 50.81 37.78 3.8999999999999995 7.7299999999999995
15192 50.81 37.78 3.8799999999999994 7.75
15216 50.81 37.74 3.92 7.75
15240 50.81 37.73 3.92 7.76
15264 50.83 37.709999999999994 3.9099999999999997 7.77
15288 50.839999999999996 37.69 3.92 7.77
15312 50.82000000000001 37.67999999999999 3.94 7.779999999999998
15336 50.81000000000001 37.669999999999995 3.9499999999999993 7.789999999999998
15360 50.78 37.64999999999999 3.9799999999999995 7.8100000000000005
15384 50.79 37.66 3.9599999999999995 7.8100000000000005
15408 50.79 37.63999999999999 3.9599999999999995 7.829999999999998
15432 50.8 37.63999999999999 3.94 7.839999999999998
15456 50.8 37.629999999999995 3.9400000000000004 7.849999999999999
15480 50.8 37.629999999999995 3.930000000000001 7.859999999999998
15504 50.8 37.629999999999995 3.910000000000001 7.879999999999998
15528 50.79 37.629999999999995 3.8900000000000006 7.909999999999999
15552 50.78 37.63999999999999 3.8899999999999997 7.909999999999999
15576 50.78 37.63999999999999 3.8699999999999997 7.93
15600 50.78 37.63999999999999 3.8599999999999994 7.939999999999999
15624 50.79 37.629999999999995 3.849999999999999 7.949999999999998
15648 50.79 37.61 3.8699999999999997 7.949999999999998
15672 50.79 37.61 3.8699999999999997 7.949999999999998
15696 50.79 37.589999999999996 3.889999999999999 7.949999999999998
15720 50.79 37.580000000000005 3.889999999999999 7.960000000000001
15744 50.79 37.56 3.8999999999999995 7.969999999999999
15768 50.79 37.57 3.869999999999999 7.99
15792 50.79 37.57 3.849999999999999 8.01
15816 50.79 37.57 3.849999999999999 8.01
15840 50.79 37.57 3.849999999999999 8.01
15864 50.79 37.57 3.849999999999999 8.01
15888 50.77 37.55 3.8699999999999997 8.03
15912 50.77 37.54 3.8799999999999994 8.03
15936 50.78 37.52 3.8899999999999997 8.03
15960 50.74000000000001 37.53999999999999 3.889999999999999 8.05
15984 50.75000000000001 37.519999999999996 3.889999999999999 8.06
16008 50.760000000000005 37.519999999999996 3.859999999999999 8.079999999999998
16032 50.760000000000005 37.51 3.869999999999999 8.079999999999998
16056 50.760000000000005 37.49999999999999 3.869999999999999 8.09
16080 50.75000000000001 37.489999999999995 3.889999999999999 8.09
16104 50.760000000000005 37.480000000000004 3.889999999999999 8.09
16128 50.77 37.480000000000004 3.8799999999999986 8.09
16152 50.760000000000005 37.480000000000004 3.889999999999999 8.09
16176 50.739999999999995 37.5 3.889999999999999 8.09
16200 50.75000000000001 37.480000000000004 3.889999999999999 8.1
16224 50.75000000000001 37.47 3.8999999999999995 8.1
16248 50.739999999999995 37.48 3.889999999999999 8.11
16272 50.739999999999995 37.46 3.909999999999999 8.11
16296 50.739999999999995 37.419999999999995 3.9499999999999993 8.11
16320 50.74999999999999 37.419999999999995 3.919999999999999 8.13
16344 50.74999999999999 37.39 3.9499999999999993 8.13
16368 50.759999999999984 37.39 3.929999999999999 8.14
16392 50.759999999999984 37.39 3.929999999999999 8.14
16416 50.74999999999999 37.38 3.9499999999999993 8.14
16440 50.75000000000001 37.379999999999995 3.929999999999999 8.16
16464 50.760000000000005 37.379999999999995 3.8999999999999995 8.180000000000001
16488 50.760000000000005 37.379999999999995 3.8799999999999986 8.200000000000001
16512 50.74000000000001 37.37 3.889999999999999 8.219999999999999
16536 50.72 37.379999999999995 3.8999999999999995 8.219999999999999
16560 50.719999999999985 37.379999999999995 3.869999999999999 8.249999999999998
16584 50.7 37.36 3.889999999999999 8.269999999999998
16608 50.7 37.34 3.8999999999999995 8.279999999999998
16632 50.71 37.34 3.889999999999999 8.279999999999998
16656 50.71 37.33 3.8999999999999995 8.279999999999998
16680 50.71 37.32 3.909999999999999 8.279999999999998
16704 50.690000000000005 37.32 3.929999999999999 8.279999999999998
16728 50.71 37.32 3.909999999999999 8.279999999999998
16752 50.73000000000001 37.309999999999995 3.9 8.279999999999998
16776 50.72000000000001 37.309999999999995 3.91 8.279999999999998
16800 50.67 37.330000000000005 3.939999999999999 8.279999999999998
16824 50.67 37.34 3.919999999999999 8.290000000000001
16848 50.67999999999999 37.32 3.929999999999999 8.290000000000001
16872 50.67999999999999 37.31 3.929999999999999 8.299999999999999
16896 50.68999999999999 37.31 3.909999999999999 8.309999999999999
16920 50.7 37.31 3.9 8.309999999999999
16944 50.68999999999999 37.31 3.9 8.32
16968 50.69000000000001 37.31 3.8900000000000006 8.33
16992 50.69000000000001 37.31 3.8900000000000006 8.33
17016 50.71 37.31 3.8699999999999997 8.33
17040 50.71 37.28 3.88 8.35
17064 50.71 37.28 3.88 8.35
