Day(90%HIV+Population) percentHealthyAverage percentInfectedAverage percentDiseasedAverage percentDeadAverage
8184 23.549999999999997 6.510000000000001 2.15 67.94
8208 23.549999999999997 6.510000000000001 2.0999999999999996 67.99000000000001
8232 23.549999999999997 6.499999999999999 2.08 68.02000000000001
8256 23.49 6.45 2.16 68.05000000000001
8280 23.49 6.439999999999999 2.1399999999999997 68.08000000000001
8304 23.479999999999997 6.439999999999999 2.12 68.11
8328 23.46 6.439999999999999 2.0999999999999996 68.15
8352 23.46 6.439999999999999 2.08 68.17
8376 23.450000000000003 6.41 2.07 68.22
8400 23.450000000000003 6.39 2.09 68.22
8424 23.43 6.370000000000001 2.0999999999999996 68.24999999999999
8448 23.42 6.370000000000001 2.09 68.27
8472 23.42 6.370000000000001 2.07 68.28999999999999
8496 23.42 6.35 2.0399999999999996 68.34
8520 23.400000000000006 6.329999999999999 2.03 68.39
8544 23.390000000000004 6.319999999999999 2.0399999999999996 68.39999999999999
8568 23.37 6.319999999999999 2.01 68.45000000000002
8592 23.350000000000005 6.319999999999999 1.9999999999999998 68.48
8616 23.330000000000005 6.319999999999999 1.97 68.53
8640 23.330000000000005 6.299999999999999 1.97 68.55
8664 23.310000000000002 6.299999999999999 1.96 68.58000000000001
8688 23.310000000000002 6.299999999999999 1.92 68.61999999999998
8712 23.300000000000004 6.299999999999999 1.8799999999999997 68.67
8736 23.300000000000004 6.299999999999999 1.8599999999999999 68.68999999999998
8760 23.290000000000006 6.29 1.8599999999999999 68.71
8784 23.290000000000006 6.2700000000000005 1.8699999999999999 68.72
8808 23.290000000000006 6.2700000000000005 1.8599999999999999 68.72999999999999
8832 23.270000000000003 6.2700000000000005 1.8499999999999996 68.76
8856 23.26 6.2700000000000005 1.8299999999999996 68.79
8880 23.25 6.2700000000000005 1.8099999999999998 68.82000000000001
8904 23.25 6.2700000000000005 1.7999999999999996 68.83000000000001
8928 23.230000000000004 6.259999999999999 1.8099999999999998 68.85000000000001
8952 23.220000000000002 6.259999999999999 1.8199999999999998 68.85000000000001
8976 23.189999999999998 6.259999999999999 1.7899999999999996 68.91000000000001
9000 23.189999999999998 6.259999999999999 1.7799999999999996 68.91999999999999
9024 23.179999999999996 6.259999999999999 1.7500000000000002 68.96
9048 23.179999999999996 6.259999999999999 1.72 68.99
9072 23.169999999999995 6.259999999999999 1.71 69.00999999999999
9096 23.169999999999995 6.259999999999999 1.6800000000000002 69.03999999999999
9120 23.169999999999995 6.259999999999999 1.6500000000000001 69.07
9144 23.169999999999995 6.259999999999999 1.6199999999999999 69.1
9168 23.169999999999995 6.259999999999999 1.6 69.11999999999999
9192 23.169999999999995 6.259999999999999 1.58 69.14
9216 23.169999999999995 6.25 1.5699999999999998 69.16
9240 23.159999999999997 6.25 1.5699999999999998 69.17
9264 23.13 6.25 1.59 69.17999999999999
9288 23.119999999999997 6.25 1.5599999999999998 69.22
9312 23.1 6.25 1.53 69.27000000000001
9336 23.1 6.25 1.52 69.28
9360 23.089999999999996 6.25 1.52 69.29
9384 23.08 6.25 1.52 69.3
9408 23.08 6.25 1.5 69.32
9432 23.08 6.25 1.4599999999999997 69.35999999999999
9456 23.06 6.25 1.4599999999999997 69.38
9480 23.06 6.25 1.44 69.39999999999999
9504 23.049999999999997 6.239999999999999 1.42 69.44
9528 23.049999999999997 6.239999999999999 1.42 69.44
9552 23.03 6.239999999999999 1.42 69.46
9576 23.03 6.239999999999999 1.4 69.48
9600 23.03 6.239999999999999 1.4 69.48
9624 23.03 6.23 1.4 69.49
9648 23.03 6.23 1.39 69.5
9672 23.020000000000003 6.23 1.39 69.50999999999999
9696 23.009999999999998 6.23 1.38 69.52999999999999
9720 23.0 6.23 1.3599999999999997 69.56
9744 22.99 6.23 1.3499999999999999 69.57999999999998
9768 22.99 6.219999999999999 1.3599999999999997 69.57999999999998
9792 22.99 6.219999999999999 1.3499999999999999 69.58999999999999
9816 22.99 6.219999999999999 1.3399999999999999 69.59999999999998
9840 22.99 6.219999999999999 1.3199999999999998 69.61999999999999
9864 22.99 6.21 1.3299999999999998 69.61999999999999
9888 22.99 6.21 1.2799999999999998 69.67
9912 22.99 6.1899999999999995 1.2899999999999998 69.67999999999999
9936 22.98 6.1899999999999995 1.2899999999999998 69.69
9960 22.959999999999997 6.1899999999999995 1.3099999999999996 69.69
9984 22.959999999999997 6.1899999999999995 1.3099999999999996 69.69
10008 22.959999999999997 6.1899999999999995 1.2999999999999998 69.69999999999999
10032 22.959999999999997 6.1899999999999995 1.2999999999999998 69.69999999999999
10056 22.959999999999997 6.1899999999999995 1.2899999999999998 69.71000000000001
10080 22.95 6.1899999999999995 1.2599999999999996 69.75
10104 22.95 6.1899999999999995 1.2599999999999996 69.75
10128 22.939999999999998 6.1899999999999995 1.25 69.77
10152 22.93 6.1899999999999995 1.2299999999999998 69.8
10176 22.93 6.179999999999999 1.2299999999999998 69.80999999999999
10200 22.93 6.179999999999999 1.2299999999999998 69.80999999999999
10224 22.93 6.179999999999999 1.2299999999999998 69.80999999999999
10248 22.93 6.179999999999999 1.22 69.82
10272 22.93 6.179999999999999 1.22 69.82
10296 22.93 6.159999999999998 1.2399999999999998 69.82
10320 22.93 6.159999999999998 1.22 69.84
10344 22.91 6.159999999999998 1.2099999999999997 69.87
10368 22.91 6.15 1.2099999999999997 69.88
10392 22.900000000000002 6.15 1.2099999999999997 69.88999999999999
10416 22.89 6.15 1.2099999999999997 69.89999999999999
10440 22.89 6.15 1.2099999999999997 69.89999999999999
10464 22.89 6.15 1.2099999999999997 69.89999999999999
10488 22.89 6.15 1.2 69.91
10512 22.89 6.15 1.1900000000000002 69.91999999999999
10536 22.89 6.15 1.1900000000000002 69.91999999999999
10560 22.880000000000003 6.15 1.1800000000000002 69.94
10584 22.870000000000005 6.15 1.1800000000000002 69.94999999999999
10608 22.860000000000007 6.15 1.1600000000000001 69.97999999999999
10632 22.860000000000007 6.15 1.1400000000000001 70.0
10656 22.860000000000007 6.140000000000001 1.1400000000000001 70.00999999999999
10680 22.860000000000007 6.13 1.15 70.00999999999999
10704 22.860000000000007 6.13 1.1400000000000001 70.02
10728 22.85 6.120000000000001 1.1400000000000001 70.03999999999999
10752 22.830000000000002 6.120000000000001 1.1600000000000001 70.03999999999999
10776 22.830000000000002 6.120000000000001 1.1400000000000001 70.06
10800 22.82 6.120000000000001 1.1400000000000001 70.07
10824 22.82 6.120000000000001 1.1400000000000001 70.07
10848 22.82 6.120000000000001 1.1199999999999999 70.09
10872 22.800000000000004 6.120000000000001 1.1199999999999999 70.11
10896 22.800000000000004 6.120000000000001 1.1199999999999999 70.11
10920 22.79 6.120000000000001 1.11 70.13000000000001
10944 22.79 6.120000000000001 1.11 70.13000000000001
10968 22.779999999999994 6.120000000000001 1.0999999999999999 70.15
10992 22.759999999999998 6.120000000000001 1.0999999999999999 70.17
11016 22.759999999999998 6.120000000000001 1.09 70.17999999999999
11040 22.759999999999998 6.120000000000001 1.09 70.17999999999999
11064 22.759999999999998 6.120000000000001 1.08 70.19
11088 22.759999999999998 6.120000000000001 1.0699999999999998 70.2
11112 22.759999999999998 6.120000000000001 1.0699999999999998 70.2
11136 22.759999999999998 6.120000000000001 1.0699999999999998 70.2
11160 22.759999999999998 6.120000000000001 1.06 70.21
11184 22.759999999999998 6.120000000000001 1.0499999999999998 70.22
11208 22.759999999999998 6.120000000000001 1.0499999999999998 70.22
11232 22.739999999999995 6.120000000000001 1.04 70.24999999999999
11256 22.739999999999995 6.120000000000001 1.04 70.24999999999999
11280 22.72 6.120000000000001 1.0199999999999998 70.28999999999999
11304 22.7 6.120000000000001 1.01 70.32
11328 22.7 6.120000000000001 0.9899999999999999 70.33999999999999
11352 22.69 6.120000000000001 0.9899999999999999 70.34999999999998
11376 22.680000000000003 6.120000000000001 0.98 70.36999999999999
11400 22.680000000000003 6.120000000000001 0.98 70.36999999999999
11424 22.680000000000003 6.120000000000001 0.98 70.36999999999999
11448 22.669999999999998 6.120000000000001 0.98 70.38
