"Step","Total Residents","At Home","School","Water","Religion","restaurant","Health Center","Socialize","Work","Business"
"11478","33252","32218","0","93","56","71","183","236","337","58"
"11479","33247","20857","0","1046","640","780","2096","3011","4232","585"
"11480","33245","15879","0","1464","814","1024","2861","4249","6109","847"
"11481","33244","6982","3672","1753","836","1210","3287","5283","9103","1119"
"11482","33243","6488","7420","1342","543","868","2386","3964","9242","990"
"11483","33242","6468","7854","1176","473","781","2157","3973","9369","991"
"11484","33240","8450","7335","889","401","655","1845","3234","9680","753"
"11485","33240","10219","6777","696","331","582","1594","2598","9902","541"
"11486","33239","9925","7143","675","325","571","1566","2696","9793","546"
"11487","33239","5851","12174","661","339","519","1531","2925","8603","636"
"11488","33238","6346","12294","733","462","566","1659","2693","7843","642"
"11489","33237","6142","12294","678","491","547","1617","2811","7966","691"
"11490","33234","20930","881","531","383","432","1412","2725","5315","625"
"11491","33231","22135","0","512","358","413","1356","2728","5096","633"
"11492","33231","22747","0","489","339","397","1275","2582","4808","594"
"11493","33225","31505","0","81","62","76","236","556","590","125"
"11494","33223","32760","0","0","0","0","0","380","0","85"
"11495","33222","32757","0","0","0","0","0","380","0","85"
"11496","33221","33101","0","0","0","0","0","103","0","17"
"11497","33221","33221","0","0","0","0","0","0","0","0"
"11498","33218","33221","0","0","0","0","0","0","0","0"
"11499","33216","33218","0","0","0","0","0","0","0","0"
"11500","33215","33215","0","0","0","0","0","0","0","0"
"11501","33211","33215","0","0","0","0","0","0","0","0"
"11502","33210","26465","0","660","387","357","1123","1570","2325","324"
"11503","33208","23076","0","1017","594","538","1640","2411","3462","472"
"11504","33205","18016","0","1431","815","839","2498","3701","5193","715"
"11505","33205","12210","262","1755","927","1148","3325","5082","7504","992"
"11506","33205","5598","5943","1596","652","984","3048","4873","9457","1054"
"11507","33205","6414","7881","1248","478","711","2256","4027","9249","941"
"11508","33204","8779","7206","925","406","534","1756","3183","9677","738"
"11509","33199","10234","6693","695","368","435","1567","2672","9961","579"
"11510","33199","9193","7730","669","351","422","1535","2950","9723","626"
"11511","33197","6102","11460","637","334","421","1515","3114","8879","735"
"11512","33196","5798","12248","664","371","438","1572","2914","8493","699"
"11513","33196","6083","12248","687","505","455","1636","2877","7975","730"
"11514","33195","20599","1071","544","372","446","1382","2779","5364","638"
"11515","33192","22021","0","521","366","436","1357","2730","5134","630"
"11516","33192","26307","0","327","228","287","873","1704","3088","378"
"11517","33190","31156","0","102","80","85","261","613","757","136"
"11518","33188","32746","0","0","0","0","0","374","0","70"
"11519","33187","32743","0","0","0","0","0","374","0","70"
"11520","33186","33159","0","0","0","0","0","25","0","2"
"11521","33185","33186","0","0","0","0","0","0","0","0"
"11522","33184","33184","0","0","0","0","0","0","0","0"
"11523","33183","33183","0","0","0","0","0","0","0","0"
"11524","33180","33183","0","0","0","0","0","0","0","0"
"11525","33177","33180","0","0","0","0","0","0","0","0"
"11526","33177","26834","0","590","363","268","1031","1521","2277","293"
"11527","33177","22385","0","1023","602","482","1806","2606","3774","499"
"11528","33176","16619","0","1540","851","782","2762","4077","5766","780"
"11529","33174","12132","256","1839","923","963","3415","5134","7515","999"
"11530","33169","6513","7620","1407","501","638","2455","4005","9041","989"
"11531","33166","6346","7982","1232","462","556","2212","4109","9263","1004"
"11532","33164","8752","7281","939","405","379","1900","3173","9640","697"
"11533","33162","10454","6762","730","329","321","1650","2543","9840","535"
"11534","33162","7352","10049","651","334","307","1459","3316","8962","732"
"11535","33158","6021","11815","667","362","345","1561","3023","8627","741"
"11536","33157","6375","12282","743","494","379","1745","2733","7655","751"
"11537","33155","6333","12282","725","507","377","1738","2753","7676","766"
"11538","33155","14285","6006","631","423","356","1466","2767","6496","725"
"11539","33154","22209","0","547","349","320","1298","2706","5065","660"
"11540","33151","29541","0","219","151","121","512","900","1508","199"
"11541","33150","30707","0","158","101","84","359","664","944","134"
"11542","33150","32696","0","0","0","0","0","376","0","78"
"11543","33148","32694","0","0","0","0","0","376","0","78"
"11544","33145","33042","0","0","0","0","0","81","0","22"
"11545","33144","33145","0","0","0","0","0","0","0","0"
"11546","33143","33143","0","0","0","0","0","0","0","0"
"11547","33137","33143","0","0","0","0","0","0","0","0"
"11548","33135","33137","0","0","0","0","0","0","0","0"
"11549","33135","33135","0","0","0","0","0","0","0","0"
"11550","33134","30782","0","275","131","109","406","1063","144","224"
"11551","33132","19612","0","1683","777","666","2358","5799","800","1437"
"11552","33132","14297","0","2260","918","959","3235","8216","1165","2082"
"11553","33132","6409","0","2922","1135","1327","4551","11944","1738","3106"
"11554","33129","6635","0","2789","1169","1346","4644","11625","1727","3197"
"11555","33129","7521","0","2535","1150","1300","4557","11204","1673","3189"
"11556","33128","9816","0","1882","1088","1111","4164","10688","1592","2788"
"11557","33126","10421","0","1683","1085","1134","4184","10430","1598","2591"
"11558","33123","9474","0","1514","1017","1060","3815","11666","1699","2881"
"11559","33121","8664","0","1458","982","1037","3680","12426","1726","3150"
"11560","33119","8716","0","1550","1198","1123","4298","11548","1596","3092"
"11561","33119","8422","0","1492","1223","1060","4284","11788","1625","3225"
"11562","33119","17723","0","647","557","523","2068","7969","1469","2163"
"11563","33119","18105","0","603","524","493","1949","7860","1456","2129"
"11564","33116","20848","0","491","425","410","1621","6424","1152","1745"
"11565","33116","30849","0","103","92","66","318","1279","77","332"
"11566","33114","32018","0","0","0","0","0","878","0","220"
"11567","33112","32015","0","0","0","0","0","877","0","220"
"11568","33110","32810","0","0","0","0","0","257","0","45"
"11569","33110","33110","0","0","0","0","0","0","0","0"
"11570","33110","33110","0","0","0","0","0","0","0","0"
"11571","33110","33110","0","0","0","0","0","0","0","0"
"11572","33105","33105","0","0","0","0","0","0","0","0"
"11573","33103","33103","0","0","0","0","0","0","0","0"
"11574","33100","26313","0","590","1716","225","1068","2577","0","614"
"11575","33097","20478","0","1155","3208","410","1911","4799","0","1136"
"11576","33092","17622","0","1363","3802","518","2355","6011","0","1426"
"11577","33091","6456","0","2143","6100","974","3865","10775","0","2778"
"11578","33089","6988","0","2082","6100","932","3966","10186","0","2837"
"11579","33089","7568","0","1953","5843","890","3865","10081","0","2889"
"11580","33087","10511","0","1413","5295","810","3423","9316","0","2319"
"11581","33087","10732","0","1340","5219","811","3422","9281","0","2282"
"11582","33085","9580","0","1202","4875","791","3047","10929","0","2663"
"11583","33085","8852","0","1152","5111","742","3159","11278","0","2791"
"11584","33083","8344","0","1235","6045","860","3758","10137","0","2704"
"11585","33080","8308","0","1260","6158","858","3765","10006","0","2728"
"11586","33079","16970","0","631","3383","428","2139","7464","0","2064"
"11587","33079","18865","0","526","2823","353","1805","6809","0","1898"
"11588","33078","22219","0","411","2148","261","1353","5240","0","1447"
"11589","33072","30602","0","104","502","75","313","1184","0","298"
"11590","33072","32125","0","0","0","0","0","752","0","195"
"11591","33069","32125","0","0","0","0","0","752","0","195"
"11592","33066","32690","0","0","0","0","0","292","0","87"
"11593","33066","33066","0","0","0","0","0","0","0","0"
"11594","33066","33066","0","0","0","0","0","0","0","0"
"11595","33064","33066","0","0","0","0","0","0","0","0"
"11596","33063","33064","0","0","0","0","0","0","0","0"
"11597","33062","33063","0","0","0","0","0","0","0","0"
"11598","33058","25026","0","619","423","655","1250","1942","2774","369"
"11599","33057","21415","0","895","593","933","1849","2837","3998","538"
"11600","33057","12614","0","1409","864","1673","3196","4945","7373","983"
"11601","33055","6985","3618","1484","787","1740","3204","5141","8992","1106"
"11602","33055","5474","5814","1337","692","1596","2897","4677","9476","1092"
"11603","33054","6439","7688","1023","471","1221","2193","3814","9251","955"
"11604","33054","6754","7723","896","428","1106","1982","3752","9503","910"
"11605","33054","10261","6656","580","339","821","1567","2378","9883","569"
"11606","33054","7206","9906","562","307","767","1463","3063","9062","718"
"11607","33052","6868","10402","560","301","779","1454","3035","8938","717"
"11608","33048","6206","12146","640","397","786","1580","2585","8073","635"
"11609","33046","6259","12144","633","458","780","1557","2679","7850","686"
"11610","33045","10461","8767","589","425","715","1504","2718","7178","688"
"11611","33044","21965","0","407","316","640","1335","2678","5111","592"
"11612","33041","27760","0","224","169","349","682","1280","2294","283"
"11613","33039","32367","0","11","10","17","40","409","98","87"
"11614","33039","32586","0","0","0","0","0","375","0","78"
"11615","33037","32586","0","0","0","0","0","375","0","78"
"11616","33035","32912","0","0","0","0","0","100","0","23"
"11617","33032","33032","0","0","0","0","0","0","0","0"
"11618","33030","33032","0","0","0","0","0","0","0","0"
"11619","33029","33029","0","0","0","0","0","0","0","0"
"11620","33029","33029","0","0","0","0","0","0","0","0"
"11621","33029","33029","0","0","0","0","0","0","0","0"
"11622","33029","31326","0","160","87","132","280","397","562","85"
"11623","33026","22859","0","839","575","762","1599","2409","3525","461"
"11624","33025","17207","0","1297","790","1151","2515","3850","5449","766"
"11625","33025","11164","798","1641","873","1461","3275","5081","7718","1014"
"11626","33024","5133","5122","1677","718","1459","3116","5216","9457","1127"
"11627","33023","6454","7633","1125","426","1059","2217","3956","9172","981"
"11628","33021","7059","7610","915","405","926","2006","3720","9484","898"
"11629","33021","10040","6714","640","316","659","1606","2545","9933","568"
"11630","33020","7985","8923","619","306","637","1492","3071","9307","681"
"11631","33020","6392","10969","622","300","640","1463","3118","8810","706"
"11632","33018","6277","12082","687","415","680","1594","2693","7935","657"
"11633","33016","6547","12082","699","475","702","1641","2623","7587","662"
"11634","33015","13754","6177","565","434","627","1498","2779","6552","629"
"11635","33015","22017","0","434","370","539","1311","2697","5072","575"
"11636","33015","23618","0","366","302","453","1127","2314","4330","505"
"11637","33011","32383","0","8","6","15","35","399","79","86"
"11638","33008","32559","0","0","0","0","0","366","0","86"
"11639","33008","32556","0","0","0","0","0","366","0","86"
"11640","33008","32751","0","0","0","0","0","211","0","46"
"11641","33006","33008","0","0","0","0","0","0","0","0"
"11642","33005","33006","0","0","0","0","0","0","0","0"
"11643","33003","33003","0","0","0","0","0","0","0","0"
"11644","33001","33003","0","0","0","0","0","0","0","0"
"11645","33001","33001","0","0","0","0","0","0","0","0"
"11646","33000","30943","0","181","122","130","344","483","705","93"
"11647","32999","20970","0","1090","659","749","1974","2871","4152","534"
"11648","32996","16743","0","1418","794","999","2619","3984","5698","741"
"11649","32995","10075","1549","1667","900","1280","3192","5147","8131","1054"
"11650","32992","5752","6020","1500","664","1134","2766","4705","9365","1089"
"11651","32992","6522","7510","1236","507","891","2281","3942","9105","998"
"11652","32991","10155","6731","734","338","609","1566","2482","9809","567"
"11653","32989","10115","6732","722","356","586","1554","2513","9842","569"
"11654","32986","8634","8321","681","341","548","1479","2884","9463","635"
"11655","32983","5645","12159","659","322","532","1578","2780","8635","673"
"11656","32981","5898","12180","676","384","538","1616","2683","8321","685"
"11657","32978","6376","12180","667","483","587","1658","2608","7711","711"
"11658","32978","6293","12007","619","480","554","1577","2773","7939","736"
"11659","32978","21855","0","452","401","473","1413","2688","5085","611"
"11660","32976","25576","0","321","270","318","964","1836","3287","406"
"11661","32975","31516","0","51","49","56","190","539","468","106"
"11662","32973","32520","0","0","0","0","0","378","0","75"
"11663","32970","32517","0","0","0","0","0","378","0","75"
"11664","32969","32836","0","0","0","0","0","120","0","13"
"11665","32969","32969","0","0","0","0","0","0","0","0"
"11666","32967","32969","0","0","0","0","0","0","0","0"
"11667","32967","32967","0","0","0","0","0","0","0","0"
"11668","32967","32967","0","0","0","0","0","0","0","0"
"11669","32965","32965","0","0","0","0","0","0","0","0"
"11670","32963","28400","0","450","273","234","753","1080","1586","189"
"11671","32962","21035","0","1142","693","644","1937","2844","4140","528"
"11672","32962","13248","0","1731","917","1167","3035","4884","7012","968"
"11673","32958","8119","2822","1815","846","1197","3165","5216","8677","1105"
"11674","32958","5829","6308","1473","637","987","2651","4629","9371","1073"
"11675","32958","6349","7706","1177","482","711","2176","4073","9258","1026"
"11676","32956","9409","6957","803","373","469","1713","2845","9697","690"
"11677","32954","10160","6783","704","359","432","1600","2486","9842","588"
"11678","32951","9906","6904","714","371","431","1598","2573","9848","609"
"11679","32951","5753","11945","678","308","435","1593","2834","8694","711"
"11680","32948","6104","12204","705","409","454","1708","2648","7991","728"
"11681","32948","6017","12204","695","452","423","1658","2789","7931","779"
"11682","32948","21051","709","498","408","371","1414","2688","5187","622"
"11683","32947","21998","0","482","399","369","1380","2677","5018","625"
"11684","32947","24358","0","370","316","284","1077","2121","3944","477"
"11685","32946","30656","0","111","101","77","338","674","846","144"
"11686","32946","32490","0","0","0","0","0","373","0","83"
"11687","32942","32490","0","0","0","0","0","373","0","83"
"11688","32942","32793","0","0","0","0","0","119","0","30"
"11689","32941","32941","0","0","0","0","0","0","0","0"
"11690","32937","32937","0","0","0","0","0","0","0","0"
"11691","32935","32935","0","0","0","0","0","0","0","0"
"11692","32934","32934","0","0","0","0","0","0","0","0"
"11693","32933","32933","0","0","0","0","0","0","0","0"
"11694","32933","32844","0","13","2","4","16","25","23","6"
"11695","32932","22651","0","966","530","508","1709","2535","3549","485"
"11696","32930","13023","0","1765","911","945","3238","4962","7093","993"
"11697","32930","9346","2098","1871","887","968","3276","5127","8246","1111"
"11698","32930","5131","5159","1843","797","929","3270","5179","9435","1187"
"11699","32930","6408","7825","1279","484","593","2277","3994","9083","987"
"11700","32929","7140","7722","1117","452","530","1983","3724","9377","885"
"11701","32929","10300","6706","738","312","365","1609","2541","9789","569"
"11702","32928","7132","10027","664","291","312","1491","3329","8956","726"
"11703","32927","6154","11384","705","329","338","1580","3042","8714","681"
"11704","32924","6008","12179","751","463","373","1769","2739","7983","662"
"11705","32923","6115","12178","726","484","356","1745","2811","7787","721"
"11706","32922","6300","11923","695","466","352","1702","2899","7835","751"
"11707","32920","21816","0","528","344","384","1388","2805","5014","643"
"11708","32918","29348","0","223","128","149","536","879","1459","196"
"11709","32918","30787","0","116","71","87","310","635","771","141"
"11710","32917","32417","0","0","0","0","0","411","0","89"
"11711","32915","32415","0","0","0","0","0","411","0","89"
"11712","32914","32836","0","0","0","0","0","63","0","15"
"11713","32914","32914","0","0","0","0","0","0","0","0"
"11714","32912","32912","0","0","0","0","0","0","0","0"
"11715","32910","32910","0","0","0","0","0","0","0","0"
"11716","32908","32910","0","0","0","0","0","0","0","0"
"11717","32907","32908","0","0","0","0","0","0","0","0"
"11718","32907","23374","0","1159","563","427","1699","4062","583","1040"
"11719","32906","22627","0","1256","606","458","1833","4382","635","1110"
"11720","32905","17288","0","1913","803","764","2694","6805","949","1690"
"11721","32904","9502","0","2665","1065","1202","4010","10341","1474","2646"
"11722","32904","6372","0","2782","1178","1416","4697","11715","1637","3107"
"11723","32903","7437","0","2413","1092","1307","4409","11454","1663","3129"
"11724","32901","9425","0","2019","1048","1094","3996","10955","1599","2765"
"11725","32900","10320","0","1704","1097","1095","3941","10647","1613","2484"
"11726","32900","10081","0","1668","1097","1074","3902","10913","1636","2529"
"11727","32900","8493","0","1359","957","957","3571","12790","1826","2947"
"11728","32900","8466","0","1438","1164","1105","4178","11981","1656","2912"
"11729","32898","8174","0","1403","1381","1154","4292","11725","1659","3110"
"11730","32897","16101","0","740","683","650","2367","8575","1489","2292"
"11731","32894","18085","0","581","522","492","1852","7816","1461","2088"
"11732","32894","18508","0","559","492","479","1758","7643","1419","2036"
"11733","32894","29589","0","192","153","148","594","1628","158","432"
"11734","32894","31841","0","0","0","0","0","835","0","218"
"11735","32894","31841","0","0","0","0","0","835","0","218"
"11736","32894","31924","0","0","0","0","0","776","0","194"
"11737","32894","32894","0","0","0","0","0","0","0","0"
"11738","32894","32894","0","0","0","0","0","0","0","0"
"11739","32894","32894","0","0","0","0","0","0","0","0"
"11740","32894","32894","0","0","0","0","0","0","0","0"
"11741","32893","32894","0","0","0","0","0","0","0","0"
"11742","32890","27647","0","465","1354","160","811","1949","0","504"
"11743","32890","18931","0","1255","3554","470","2153","5184","0","1343"
"11744","32888","14752","0","1590","4384","621","2757","6981","0","1803"
"11745","32884","9687","0","1977","5391","797","3469","9154","0","2413"
"11746","32879","6931","0","2092","6104","962","4013","9934","0","2848"
"11747","32879","7606","0","1960","5880","927","3918","9747","0","2841"
"11748","32876","8891","0","1658","5351","790","3657","9822","0","2710"
"11749","32872","10367","0","1312","5267","768","3518","9384","0","2260"
"11750","32872","9230","0","1097","4639","689","2985","11451","0","2781"
"11751","32872","8832","0","1162","5205","750","3336","10769","0","2818"
"11752","32872","8641","0","1214","5639","791","3607","10203","0","2777"
"11753","32870","8352","0","1188","6018","775","3754","9956","0","2829"
"11754","32870","12692","0","867","4480","567","2832","8939","0","2493"
"11755","32867","18740","0","498","2738","332","1757","6891","0","1914"
"11756","32867","21613","0","388","2150","262","1385","5575","0","1494"
"11757","32864","30255","0","104","506","61","338","1292","0","311"
"11758","32863","31846","0","0","0","0","0","827","0","190"
"11759","32863","31846","0","0","0","0","0","827","0","190"
"11760","32863","32295","0","0","0","0","0","463","0","105"
"11761","32860","32863","0","0","0","0","0","0","0","0"
"11762","32858","32860","0","0","0","0","0","0","0","0"
"11763","32856","32858","0","0","0","0","0","0","0","0"
"11764","32855","32855","0","0","0","0","0","0","0","0"
"11765","32851","32851","0","0","0","0","0","0","0","0"
"11766","32850","31886","0","78","44","69","144","255","346","29"
"11767","32849","20783","0","877","621","1017","1942","2901","4154","555"
"11768","32849","16221","0","1202","779","1344","2701","4008","5840","754"
"11769","32848","8160","2761","1424","877","1630","3282","5150","8475","1089"
"11770","32846","6440","7300","1126","511","1241","2308","3902","9048","970"
"11771","32846","6299","7629","986","465","1134","2111","3988","9246","988"
"11772","32845","8043","7192","831","371","983","1832","3273","9524","796"
"11773","32844","10186","6564","633","302","835","1527","2419","9836","543"
"11774","32842","8120","8780","572","306","772","1453","2956","9240","643"
"11775","32840","6703","10432","564","298","726","1454","3110","8844","711"
"11776","32838","5946","11959","590","386","807","1620","2672","8182","678"
"11777","32837","6304","11957","639","459","836","1675","2547","7719","702"
"11778","32836","10943","8142","551","428","761","1512","2680","7110","710"
"11779","32836","21922","0","442","363","574","1329","2565","5004","637"
"11780","32836","24123","0","358","294","482","1082","2060","3934","503"
"11781","32835","32399","0","0","0","0","0","360","0","76"
"11782","32835","32399","0","0","0","0","0","360","0","76"
"11783","32834","32399","0","0","0","0","0","360","0","76"
"11784","32834","32718","0","0","0","0","0","101","0","15"
"11785","32832","32832","0","0","0","0","0","0","0","0"
"11786","32828","32828","0","0","0","0","0","0","0","0"
"11787","32827","32827","0","0","0","0","0","0","0","0"
"11788","32826","32827","0","0","0","0","0","0","0","0"
"11789","32824","32826","0","0","0","0","0","0","0","0"
"11790","32822","27384","0","459","305","398","842","1308","1893","233"
"11791","32819","20187","0","1073","674","945","2011","3118","4250","564"
"11792","32816","17397","0","1268","762","1138","2451","3773","5313","717"
"11793","32815","10904","988","1576","872","1476","3163","5021","7773","1043"
"11794","32814","6237","7028","1261","542","1163","2439","3988","9193","963"
"11795","32814","6416","7656","1096","478","999","2112","3840","9257","960"
"11796","32813","7116","7532","990","432","898","1939","3613","9402","891"
"11797","32813","10108","6621","654","310","694","1505","2534","9821","566"
"11798","32812","8574","8324","653","292","659","1430","2928","9319","633"
"11799","32810","6365","11185","637","304","616","1442","2985","8607","669"
"11800","32807","6283","12060","694","478","676","1693","2582","7657","687"
"11801","32807","6048","12059","648","464","638","1616","2763","7831","740"
"11802","32806","10653","8473","593","422","599","1556","2725","7082","703"
"11803","32805","21816","0","459","370","513","1356","2607","5053","632"
"11804","32805","26012","0","305","239","332","906","1599","3016","396"
"11805","32804","31435","0","64","38","69","175","457","441","125"
"11806","32803","32396","0","0","0","0","0","316","0","91"
"11807","32799","32396","0","0","0","0","0","316","0","91"
"11808","32799","32564","0","0","0","0","0","184","0","51"
"11809","32799","32799","0","0","0","0","0","0","0","0"
"11810","32799","32799","0","0","0","0","0","0","0","0"
"11811","32798","32798","0","0","0","0","0","0","0","0"
"11812","32794","32794","0","0","0","0","0","0","0","0"
"11813","32792","32792","0","0","0","0","0","0","0","0"
"11814","32789","28482","0","383","247","283","703","1007","1490","194"
"11815","32784","22183","0","924","595","683","1753","2526","3622","503"
"11816","32784","17257","0","1340","827","999","2507","3759","5363","732"
"11817","32781","11677","519","1696","933","1213","3200","5049","7471","1026"
"11818","32778","6186","7129","1332","528","970","2425","4139","9097","972"
"11819","32778","6265","7751","1154","480","839","2107","3996","9219","967"
"11820","32777","7253","7559","1015","438","722","1904","3632","9395","859"
"11821","32773","10293","6698","688","315","532","1578","2354","9774","545"
"11822","32772","9697","7157","685","334","534","1554","2561","9673","578"
"11823","32772","5948","11619","653","312","516","1508","2887","8653","676"
"11824","32771","6386","12146","747","451","560","1633","2536","7608","704"
"11825","32768","6178","12145","715","449","542","1580","2651","7777","731"
"11826","32767","18388","2610","564","368","466","1437","2662","5670","602"
"11827","32767","21788","0","498","342","458","1320","2698","5075","588"
"11828","32766","23103","0","451","303","408","1164","2381","4445","512"
"11829","32765","29927","0","174","113","154","423","685","1155","135"
"11830","32763","32329","0","0","0","0","0","360","0","74"
"11831","32762","32328","0","0","0","0","0","360","0","74"
"11832","32760","32549","0","0","0","0","0","175","0","36"
"11833","32760","32760","0","0","0","0","0","0","0","0"
"11834","32760","32760","0","0","0","0","0","0","0","0"
"11835","32760","32760","0","0","0","0","0","0","0","0"
"11836","32759","32759","0","0","0","0","0","0","0","0"
"11837","32756","32759","0","0","0","0","0","0","0","0"
"11838","32754","28430","0","405","217","228","726","995","1538","217"
"11839","32754","19452","0","1238","674","757","2202","3262","4543","626"
"11840","32750","15072","0","1541","796","972","2872","4398","6236","867"
"11841","32749","10149","1585","1702","841","1105","3197","5159","7975","1037"
"11842","32747","5192","5310","1721","723","1086","3092","5135","9376","1114"
"11843","32746","6093","7916","1103","439","682","2111","4133","9256","1013"
"11844","32742","10165","6686","663","333","480","1622","2530","9646","617"
"11845","32739","10226","6620","656","346","476","1619","2514","9682","603"
"11846","32739","6956","10114","630","309","448","1433","3272","8803","774"
"11847","32739","6912","10166","636","308","446","1437","3272","8787","775"
"11848","32738","6001","12082","726","421","474","1626","2717","8002","689"
"11849","32738","6207","12082","746","504","483","1682","2638","7685","711"
"11850","32738","11391","7956","650","431","453","1513","2751","6922","671"
"11851","32737","21873","0","514","320","401","1321","2727","5004","577"
"11852","32735","28066","0","248","163","197","627","1186","2014","236"
"11853","32735","32222","0","2","4","3","13","395","24","72"
"11854","32735","32278","0","0","0","0","0","385","0","72"
"11855","32733","32278","0","0","0","0","0","385","0","72"
"11856","32731","32635","0","0","0","0","0","82","0","16"
"11857","32728","32731","0","0","0","0","0","0","0","0"
"11858","32725","32728","0","0","0","0","0","0","0","0"
"11859","32725","32725","0","0","0","0","0","0","0","0"
"11860","32724","32725","0","0","0","0","0","0","0","0"
"11861","32721","32721","0","0","0","0","0","0","0","0"
"11862","32717","31101","0","168","98","81","266","375","553","79"
"11863","32716","20162","0","1254","698","572","2161","3015","4295","559"
"11864","32714","12935","0","1782","963","873","3231","4861","7065","1004"
"11865","32713","8405","2641","1814","923","894","3380","5115","8416","1125"
"11866","32711","5954","6544","1494","620","758","2710","4458","9077","1096"
"11867","32710","6386","7651","1243","489","596","2353","3988","8980","1024"
"11868","32710","8965","7097","840","351","432","1751","2927","9606","741"
"11869","32709","9916","6796","722","344","366","1546","2530","9863","626"
"11870","32708","9319","7402","699","344","361","1517","2695","9720","651"
"11871","32708","5740","11778","676","321","380","1570","2927","8624","692"
"11872","32706","5829","12114","671","378","418","1619","2813","8165","699"
"11873","32705","6152","12114","721","455","404","1693","2722","7728","717"
"11874","32705","8014","10444","667","431","388","1578","2866","7591","726"
"11875","32702","21802","0","476","352","356","1380","2688","5014","634"
"11876","32701","27433","0","254","197","197","703","1289","2327","301"
"11877","32696","31633","0","45","34","32","102","438","314","103"
"11878","32695","32277","0","0","0","0","0","341","0","78"
"11879","32695","32276","0","0","0","0","0","341","0","78"
"11880","32694","32458","0","0","0","0","0","195","0","42"
"11881","32694","32694","0","0","0","0","0","0","0","0"
"11882","32692","32692","0","0","0","0","0","0","0","0"
"11883","32690","32692","0","0","0","0","0","0","0","0"
"11884","32689","32690","0","0","0","0","0","0","0","0"
"11885","32689","32689","0","0","0","0","0","0","0","0"
"11886","32687","25968","0","847","390","332","1136","2880","430","704"
"11887","32683","19986","0","1620","694","626","2238","5412","792","1315"
"11888","32683","18102","0","1849","740","725","2573","6246","906","1542"
"11889","32683","11157","0","2446","923","1117","3712","9500","1397","2431"
"11890","32681","6203","0","2737","1116","1402","4679","11638","1741","3167"
"11891","32680","7585","0","2204","1044","1210","4120","11589","1705","3223"
"11892","32679","8340","0","2085","1082","1215","4014","11245","1682","3017"
"11893","32679","10581","0","1668","1031","1087","3873","10352","1541","2546"
"11894","32675","9384","0","1575","1010","1024","3710","11546","1681","2749"
"11895","32673","8258","0","1274","868","905","3298","13032","1883","3155"
"11896","32672","8377","0","1526","1156","1156","4147","11787","1571","2952"
"11897","32671","8023","0","1434","1236","1127","4131","11940","1623","3158"
"11898","32671","15921","0","781","641","590","2486","8537","1484","2231"
"11899","32669","17877","0","622","480","466","1973","7760","1452","2039"
"11900","32667","27104","0","293","220","221","912","2820","359","738"
"11901","32667","31104","0","48","34","30","150","1012","32","257"
"11902","32666","31639","0","0","0","0","0","823","0","205"
"11903","32666","31638","0","0","0","0","0","823","0","205"
"11904","32665","32274","0","0","0","0","0","314","0","77"
"11905","32664","32664","0","0","0","0","0","0","0","0"
"11906","32664","32664","0","0","0","0","0","0","0","0"
"11907","32660","32664","0","0","0","0","0","0","0","0"
"11908","32658","32660","0","0","0","0","0","0","0","0"
"11909","32658","32658","0","0","0","0","0","0","0","0"
"11910","32658","24742","0","717","1970","252","1237","3028","0","712"
"11911","32658","19992","0","1151","3157","433","1958","4830","0","1137"
"11912","32658","13301","0","1686","4620","696","2930","7609","0","1816"
"11913","32658","10677","0","1894","5165","791","3369","8635","0","2127"
"11914","32657","7057","0","2006","6068","962","4027","9750","0","2787"
"11915","32656","7662","0","1823","5804","920","3843","9765","0","2840"
"11916","32656","9842","0","1436","5410","806","3470","9243","0","2449"
"11917","32653","10707","0","1296","5283","785","3337","9059","0","2186"
"11918","32653","9597","0","1089","4913","729","3123","10651","0","2551"
"11919","32649","8919","0","1013","4889","720","3161","11168","0","2783"
"11920","32647","8350","0","1173","5922","829","3755","9846","0","2774"
"11921","32647","8177","0","1121","5791","815","3667","10177","0","2899"
"11922","32645","15418","0","700","3602","477","2313","7845","0","2290"
"11923","32641","18960","0","472","2520","328","1634","6781","0","1946"
"11924","32640","27178","0","223","1200","142","776","2468","0","653"
"11925","32638","29963","0","109","585","63","372","1244","0","304"
"11926","32636","31709","0","0","0","0","0","754","0","175"
"11927","32635","31707","0","0","0","0","0","754","0","175"
"11928","32634","32526","0","0","0","0","0","94","0","14"
"11929","32632","32634","0","0","0","0","0","0","0","0"
"11930","32632","32632","0","0","0","0","0","0","0","0"
"11931","32628","32632","0","0","0","0","0","0","0","0"
"11932","32627","32628","0","0","0","0","0","0","0","0"
"11933","32625","32627","0","0","0","0","0","0","0","0"
"11934","32625","23224","0","677","518","805","1481","2178","3275","467"
"11935","32622","19872","0","924","676","1097","2034","3041","4387","591"
"11936","32621","17847","0","1060","737","1269","2391","3532","5091","695"
"11937","32621","11876","256","1379","888","1679","3252","4897","7439","955"
"11938","32621","5722","6005","1316","616","1505","2814","4435","9229","979"
"11939","32620","6513","7487","1045","471","1215","2303","3700","8973","914"
"11940","32618","8492","7008","722","367","935","1803","3033","9528","732"
"11941","32618","10058","6576","606","329","804","1513","2377","9771","584"
"11942","32617","9007","7682","586","323","767","1471","2687","9470","625"
"11943","32616","6462","10719","558","314","723","1442","2996","8709","693"
"11944","32614","5700","11870","586","327","764","1500","2726","8485","658"
"11945","32614","6269","11869","612","478","862","1604","2537","7683","700"
