"Step","Susciptable","Exposed","LatentTB","LatentExposed","InfectedTB","Recovered","Dead"
"3657","14536","406","25927","17463","3961","0","5171"
"3658","14536","406","25922","17465","3963","0","5174"
"3659","14536","405","25923","17478","3963","0","5175"
"3660","14536","405","25922","17485","3963","0","5176"
"3661","14534","406","25919","17478","3965","0","5177"
"3662","14534","406","25918","17477","3966","0","5178"
"3663","14534","406","25917","17481","3966","0","5178"
"3664","14533","407","25913","17482","3969","0","5179"
"3665","14532","407","25911","17480","3970","0","5181"
"3666","14532","407","25911","17484","3970","0","5183"
"3667","14531","407","25909","17481","3971","0","5183"
"3668","14531","405","25910","17482","3972","0","5186"
"3669","14531","404","25907","17479","3973","0","5186"
"3670","14530","404","25906","17462","3974","0","5187"
"3671","14530","404","25906","17461","3974","0","5189"
"3672","14530","403","25903","17454","3975","0","5190"
"3673","14530","403","25902","17451","3976","0","5190"
"3674","14530","403","25901","17449","3977","0","5191"
"3675","14529","401","25902","17439","3978","0","5191"
"3676","14528","401","25901","17426","3979","0","5192"
"3677","14528","401","25900","17424","3980","0","5193"
"3678","14528","400","25896","17413","3984","0","5196"
"3679","14525","400","25896","17409","3984","0","5196"
"3680","14525","399","25896","17414","3985","0","5197"
"3681","14525","398","25892","17410","3987","0","5199"
"3682","14525","397","25891","17408","3988","0","5200"
"3683","14525","397","25889","17412","3990","0","5203"
"3684","14523","398","25886","17415","3991","0","5204"
"3685","14521","398","25886","17415","3992","0","5207"
"3686","14519","399","25880","17418","3995","0","5208"
"3687","14519","398","25881","17422","3995","0","5213"
"3688","14516","398","25879","17424","3995","0","5213"
"3689","14515","399","25874","17422","4000","0","5219"
"3690","14514","397","25871","17405","4000","0","5219"
"3691","14514","397","25871","17407","4000","0","5219"
"3692","14514","397","25867","17404","4003","0","5220"
"3693","14514","397","25867","17397","4003","0","5223"
"3694","14512","397","25864","17395","4005","0","5226"
"3695","14511","397","25860","17387","4007","0","5226"
"3696","14511","397","25859","17387","4008","0","5227"
"3697","14510","395","25857","17371","4011","0","5228"
"3698","14510","395","25857","17367","4011","0","5231"
"3699","14510","395","25852","17353","4013","0","5231"
"3700","14510","394","25846","17344","4016","0","5235"
"3701","14509","392","25845","17338","4017","0","5238"
"3702","14509","392","25844","17332","4018","0","5239"
"3703","14509","390","25843","17323","4020","0","5239"
"3704","14509","388","25845","17321","4019","0","5240"
"3705","14509","388","25843","17327","4021","0","5240"
"3706","14509","388","25843","17325","4021","0","5240"
"3707","14509","387","25841","17356","4022","0","5242"
"3708","14509","387","25840","17365","4023","0","5243"
"3709","14508","386","25841","17370","4023","0","5243"
"3710","14508","385","25840","17383","4025","0","5243"
"3711","14508","384","25838","17409","4028","0","5248"
"3712","14506","383","25837","17429","4027","0","5248"
"3713","14506","383","25837","17444","4027","0","5248"
"3714","14505","382","25834","17434","4029","0","5251"
"3715","14505","382","25834","17433","4029","0","5252"
"3716","14505","382","25830","17435","4032","0","5252"
"3717","14504","382","25822","17419","4038","0","5255"
"3718","14504","381","25823","17413","4038","0","5255"
"3719","14504","379","25823","17411","4040","0","5256"
"3720","14504","378","25819","17394","4043","0","5257"
"3721","14504","377","25818","17394","4045","0","5262"
"3722","14502","377","25812","17389","4046","0","5264"
"3723","14502","377","25811","17384","4047","0","5267"
"3724","14500","376","25806","17365","4049","0","5270"
"3725","14500","376","25806","17365","4049","0","5270"
"3726","14500","376","25802","17348","4053","0","5272"
"3727","14500","376","25799","17348","4054","0","5273"
"3728","14500","375","25795","17342","4056","0","5275"
"3729","14500","375","25795","17333","4056","0","5276"
"3730","14500","375","25794","17342","4056","0","5276"
"3731","14499","376","25794","17363","4056","0","5276"
"3732","14498","376","25795","17360","4056","0","5277"
"3733","14498","376","25794","17361","4056","0","5279"
"3734","14497","376","25792","17378","4056","0","5280"
"3735","14497","376","25792","17404","4056","0","5280"
"3736","14497","376","25792","17406","4056","0","5281"
"3737","14496","375","25792","17421","4056","0","5282"
"3738","14495","376","25792","17424","4056","0","5284"
"3739","14493","376","25792","17422","4056","0","5287"
"3740","14492","375","25789","17420","4057","0","5288"
"3741","14491","375","25787","17416","4059","0","5289"
"3742","14491","374","25786","17405","4061","0","5289"
"3743","14490","374","25784","17395","4063","0","5290"
"3744","14490","374","25784","17396","4063","0","5293"
"3745","14489","373","25781","17384","4063","0","5295"
"3746","14489","373","25780","17382","4064","0","5297"
"3747","14489","371","25780","17381","4064","0","5297"
"3748","14488","370","25778","17376","4066","0","5299"
"3749","14487","369","25775","17373","4069","0","5301"
"3750","14487","369","25775","17370","4069","0","5302"
"3751","14487","369","25771","17362","4072","0","5308"
"3752","14483","368","25770","17356","4072","0","5311"
"3753","14483","368","25766","17361","4071","0","5313"
"3754","14483","367","25763","17379","4074","0","5314"
"3755","14483","367","25763","17386","4074","0","5319"
"3756","14481","367","25757","17387","4077","0","5319"
"3757","14481","367","25756","17390","4078","0","5320"
"3758","14481","367","25754","17393","4079","0","5321"
"3759","14481","365","25754","17409","4079","0","5322"
"3760","14480","365","25752","17416","4079","0","5325"
"3761","14480","365","25752","17435","4079","0","5327"
"3762","14479","364","25750","17444","4081","0","5327"
"3763","14479","363","25749","17428","4082","0","5328"
"3764","14477","360","25751","17424","4083","0","5330"
"3765","14477","360","25750","17419","4084","0","5330"
"3766","14477","360","25746","17419","4086","0","5332"
"3767","14476","360","25746","17411","4087","0","5332"
"3768","14476","360","25744","17401","4089","0","5333"
"3769","14476","359","25740","17385","4092","0","5334"
"3770","14476","358","25741","17389","4092","0","5335"
"3771","14476","358","25741","17386","4091","0","5337"
"3772","14473","357","25738","17371","4094","0","5339"
"3773","14473","357","25738","17369","4094","0","5341"
"3774","14473","356","25736","17364","4095","0","5342"
"3775","14472","356","25736","17360","4095","0","5342"
"3776","14472","352","25738","17360","4097","0","5342"
"3777","14472","352","25738","17356","4097","0","5345"
"3778","14471","352","25737","17355","4096","0","5345"
"3779","14470","351","25732","17369","4102","0","5346"
"3780","14469","350","25733","17373","4102","0","5347"
"3781","14469","350","25732","17378","4102","0","5348"
"3782","14469","350","25732","17378","4102","0","5349"
"3783","14468","350","25729","17380","4104","0","5350"
"3784","14468","347","25732","17394","4104","0","5350"
"3785","14468","346","25733","17394","4104","0","5354"
"3786","14466","345","25730","17404","4106","0","5355"
"3787","14466","344","25725","17395","4111","0","5356"
"3788","14465","344","25724","17397","4112","0","5356"
"3789","14465","344","25724","17396","4112","0","5359"
"3790","14464","343","25721","17383","4114","0","5359"
"3791","14464","343","25721","17388","4114","0","5360"
"3792","14463","343","25720","17378","4114","0","5361"
"3793","14463","343","25718","17370","4116","0","5363"
"3794","14463","343","25716","17369","4116","0","5363"
"3795","14463","342","25714","17358","4118","0","5364"
"3796","14463","341","25711","17353","4118","0","5368"
"3797","14463","340","25712","17348","4118","0","5368"
"3798","14462","339","25710","17343","4121","0","5369"
"3799","14462","339","25710","17345","4121","0","5372"
"3800","14461","337","25708","17339","4120","0","5375"
"3801","14461","337","25705","17330","4123","0","5377"
"3802","14461","337","25700","17335","4125","0","5378"
"3803","14461","337","25697","17330","4128","0","5378"
"3804","14461","337","25697","17346","4128","0","5382"
"3805","14459","337","25694","17348","4129","0","5387"
"3806","14457","337","25689","17357","4131","0","5387"
"3807","14457","337","25689","17368","4130","0","5388"
"3808","14457","337","25689","17367","4130","0","5392"
"3809","14455","336","25688","17385","4128","0","5394"
"3810","14455","336","25686","17386","4130","0","5395"
"3811","14454","337","25683","17382","4132","0","5397"
"3812","14453","337","25681","17366","4132","0","5398"
"3813","14453","337","25681","17360","4132","0","5398"
"3814","14453","337","25680","17354","4131","0","5400"
"3815","14453","337","25677","17343","4133","0","5401"
"3816","14452","336","25675","17335","4133","0","5405"
"3817","14452","336","25675","17331","4133","0","5405"
"3818","14452","336","25673","17327","4135","0","5406"
"3819","14452","336","25671","17322","4136","0","5407"
"3820","14452","336","25668","17320","4138","0","5407"
"3821","14452","335","25665","17312","4141","0","5408"
"3822","14452","335","25663","17311","4143","0","5411"
"3823","14451","333","25663","17297","4143","0","5411"
"3824","14451","333","25659","17301","4147","0","5411"
"3825","14451","333","25658","17300","4148","0","5412"
"3826","14451","333","25654","17301","4151","0","5412"
"3827","14451","333","25652","17307","4153","0","5412"
"3828","14451","333","25650","17293","4155","0","5414"
"3829","14450","333","25648","17291","4156","0","5416"
"3830","14450","333","25646","17293","4156","0","5418"
"3831","14449","333","25645","17293","4156","0","5418"
"3832","14449","333","25645","17289","4156","0","5419"
"3833","14449","332","25645","17287","4156","0","5419"
"3834","14449","332","25644","17287","4157","0","5420"
"3835","14448","332","25642","17289","4158","0","5421"
"3836","14448","332","25642","17289","4158","0","5423"
"3837","14447","332","25638","17275","4158","0","5426"
"3838","14447","332","25638","17270","4158","0","5426"
"3839","14446","331","25638","17259","4159","0","5427"
"3840","14445","330","25639","17250","4159","0","5428"
"3841","14445","329","25637","17241","4160","0","5430"
"3842","14444","328","25633","17242","4163","0","5433"
"3843","14444","327","25632","17231","4165","0","5433"
"3844","14443","327","25631","17227","4165","0","5435"
"3845","14442","326","25626","17215","4169","0","5438"
"3846","14442","325","25627","17204","4169","0","5438"
"3847","14442","325","25626","17202","4170","0","5441"
"3848","14442","325","25624","17203","4169","0","5442"
"3849","14442","325","25621","17200","4170","0","5443"
"3850","14442","324","25621","17202","4171","0","5448"
"3851","14441","322","25618","17201","4172","0","5448"
"3852","14441","321","25616","17195","4175","0","5451"
"3853","14441","321","25613","17190","4175","0","5451"
"3854","14439","322","25610","17192","4177","0","5453"
"3855","14439","321","25609","17181","4179","0","5455"
"3856","14439","321","25604","17188","4182","0","5455"
"3857","14438","322","25604","17193","4182","0","5455"
"3858","14438","322","25603","17196","4183","0","5457"
"3859","14437","321","25601","17186","4183","0","5459"
"3860","14437","321","25601","17187","4183","0","5461"
"3861","14437","321","25597","17182","4185","0","5463"
"3862","14436","319","25597","17179","4186","0","5463"
"3863","14436","319","25593","17166","4188","0","5465"
"3864","14436","319","25592","17158","4188","0","5466"
"3865","14436","318","25591","17154","4190","0","5466"
"3866","14436","318","25590","17149","4191","0","5468"
"3867","14436","317","25589","17144","4191","0","5468"
"3868","14436","316","25590","17138","4191","0","5468"
"3869","14436","316","25590","17137","4191","0","5468"
"3870","14436","315","25586","17129","4194","0","5470"
"3871","14436","315","25586","17121","4194","0","5472"
"3872","14433","314","25583","17122","4196","0","5475"
"3873","14433","314","25583","17123","4196","0","5477"
"3874","14432","314","25583","17138","4195","0","5477"
"3875","14430","315","25580","17175","4197","0","5479"
"3876","14430","315","25579","17181","4198","0","5482"
"3877","14429","315","25577","17182","4198","0","5486"
"3878","14426","315","25575","17204","4197","0","5488"
"3879","14426","315","25575","17216","4197","0","5493"
"3880","14423","314","25573","17243","4198","0","5493"
"3881","14423","314","25571","17267","4197","0","5496"
"3882","14423","314","25571","17280","4197","0","5499"
"3883","14420","312","25571","17268","4199","0","5502"
"3884","14420","311","25566","17260","4202","0","5502"
"3885","14420","310","25562","17252","4207","0","5504"
"3886","14419","310","25560","17246","4208","0","5504"
"3887","14419","309","25557","17239","4208","0","5508"
"3888","14419","309","25556","17233","4208","0","5509"
"3889","14418","309","25555","17221","4209","0","5510"
"3890","14418","308","25554","17219","4210","0","5511"
"3891","14417","306","25553","17215","4211","0","5514"
"3892","14416","305","25549","17214","4213","0","5518"
"3893","14415","304","25550","17211","4213","0","5519"
"3894","14415","304","25549","17210","4214","0","5519"
"3895","14415","304","25546","17206","4217","0","5519"
"3896","14415","304","25545","17201","4218","0","5522"
"3897","14413","304","25542","17199","4219","0","5523"
"3898","14411","304","25539","17208","4221","0","5526"
"3899","14411","303","25538","17227","4221","0","5528"
"3900","14411","303","25538","17228","4221","0","5528"
"3901","14411","302","25537","17227","4223","0","5528"
"3902","14411","301","25536","17247","4224","0","5529"
"3903","14409","301","25535","17266","4225","0","5531"
"3904","14409","301","25535","17269","4225","0","5532"
"3905","14408","301","25532","17272","4226","0","5534"
"3906","14408","300","25532","17280","4227","0","5536"
"3907","14407","300","25528","17274","4230","0","5537"
"3908","14406","300","25528","17276","4230","0","5537"
"3909","14406","300","25523","17266","4232","0","5540"
"3910","14406","300","25521","17265","4233","0","5541"
"3911","14406","298","25522","17253","4233","0","5542"
"3912","14406","298","25520","17249","4235","0","5542"
"3913","14406","298","25515","17226","4240","0","5542"
"3914","14404","298","25511","17218","4241","0","5547"
"3915","14404","298","25510","17215","4242","0","5547"
"3916","14404","297","25510","17210","4243","0","5549"
"3917","14401","295","25512","17195","4243","0","5550"
"3918","14401","294","25510","17191","4245","0","5551"
"3919","14399","295","25509","17187","4246","0","5552"
"3920","14399","295","25506","17184","4249","0","5555"
"3921","14399","295","25499","17182","4251","0","5557"
"3922","14399","295","25498","17184","4251","0","5558"
"3923","14399","295","25498","17202","4251","0","5558"
"3924","14397","296","25495","17213","4254","0","5559"
"3925","14397","296","25495","17233","4253","0","5560"
"3926","14397","296","25495","17236","4253","0","5562"
"3927","14396","296","25492","17246","4255","0","5562"
"3928","14396","295","25491","17270","4257","0","5563"
"3929","14395","295","25490","17277","4258","0","5563"
"3930","14395","294","25489","17283","4259","0","5564"
"3931","14395","293","25488","17275","4261","0","5565"
"3932","14395","293","25486","17275","4262","0","5567"
"3933","14394","292","25484","17262","4263","0","5568"
"3934","14393","292","25481","17252","4262","0","5573"
"3935","14393","292","25480","17248","4263","0","5573"
"3936","14393","292","25477","17244","4266","0","5576"
"3937","14391","292","25473","17230","4268","0","5577"
"3938","14390","292","25472","17219","4269","0","5578"
"3939","14390","292","25466","17212","4275","0","5579"
"3940","14389","292","25465","17206","4276","0","5581"
"3941","14389","292","25463","17203","4276","0","5581"
"3942","14389","292","25460","17195","4278","0","5582"
"3943","14389","292","25459","17191","4279","0","5583"
"3944","14388","292","25457","17189","4279","0","5585"
"3945","14388","292","25455","17185","4281","0","5585"
"3946","14388","292","25454","17190","4282","0","5585"
"3947","14388","292","25452","17202","4282","0","5587"
"3948","14388","291","25453","17204","4282","0","5588"
"3949","14387","291","25453","17207","4282","0","5589"
"3950","14387","291","25449","17217","4285","0","5589"
"3951","14387","291","25445","17228","4286","0","5592"
"3952","14387","290","25446","17237","4286","0","5594"
"3953","14387","290","25443","17254","4287","0","5594"
"3954","14387","290","25439","17247","4290","0","5595"
"3955","14387","290","25438","17251","4291","0","5595"
"3956","14387","290","25438","17250","4291","0","5598"
"3957","14385","289","25436","17234","4293","0","5598"
"3958","14385","288","25435","17226","4295","0","5601"
"3959","14385","288","25431","17219","4295","0","5602"
"3960","14385","286","25430","17224","4295","0","5605"
"3961","14384","285","25427","17214","4295","0","5610"
"3962","14384","285","25427","17212","4295","0","5610"
"3963","14384","285","25425","17206","4297","0","5612"
"3964","14384","284","25423","17184","4297","0","5613"
"3965","14384","284","25423","17183","4297","0","5615"
"3966","14384","284","25421","17165","4297","0","5617"
"3967","14383","284","25419","17161","4298","0","5617"
"3968","14383","284","25417","17163","4300","0","5618"
"3969","14383","284","25415","17162","4301","0","5618"
"3970","14383","284","25415","17170","4301","0","5619"
"3971","14383","284","25414","17173","4301","0","5619"
"3972","14381","283","25409","17173","4303","0","5625"
"3973","14381","282","25407","17176","4306","0","5625"
"3974","14381","282","25405","17188","4307","0","5626"
"3975","14381","280","25405","17200","4309","0","5629"
"3976","14381","280","25402","17206","4309","0","5629"
"3977","14381","279","25401","17226","4311","0","5629"
"3978","14381","279","25401","17226","4311","0","5630"
"3979","14381","277","25401","17213","4312","0","5630"
"3980","14381","277","25400","17205","4313","0","5632"
"3981","14380","276","25398","17196","4315","0","5635"
"3982","14379","275","25397","17190","4315","0","5635"
"3983","14378","275","25394","17182","4318","0","5636"
"3984","14378","275","25394","17179","4318","0","5637"
"3985","14378","275","25393","17176","4318","0","5637"
"3986","14378","275","25391","17166","4319","0","5638"
"3987","14378","274","25390","17158","4321","0","5640"
"3988","14377","273","25386","17149","4325","0","5640"
"3989","14377","273","25385","17146","4326","0","5641"
"3990","14377","272","25386","17125","4325","0","5643"
"3991","14376","272","25385","17124","4325","0","5644"
"3992","14376","271","25384","17131","4326","0","5644"
"3993","14376","270","25383","17132","4328","0","5644"
"3994","14376","270","25382","17143","4329","0","5645"
"3995","14376","270","25381","17142","4329","0","5645"
"3996","14376","269","25380","17147","4331","0","5648"
"3997","14372","270","25377","17138","4331","0","5651"
"3998","14372","270","25375","17141","4332","0","5652"
"3999","14372","269","25376","17144","4332","0","5652"
"4000","14371","270","25376","17148","4332","0","5654"
"4001","14371","268","25370","17146","4338","0","5658"
"4002","14370","268","25367","17141","4338","0","5659"
"4003","14370","268","25364","17139","4339","0","5660"
"4004","14369","268","25363","17133","4340","0","5661"
"4005","14369","268","25359","17126","4344","0","5662"
"4006","14369","268","25357","17113","4344","0","5663"
"4007","14369","268","25356","17108","4345","0","5664"
"4008","14369","268","25352","17100","4347","0","5665"
"4009","14369","268","25352","17099","4347","0","5669"
"4010","14369","267","25347","17093","4347","0","5671"
"4011","14368","267","25345","17079","4349","0","5672"
"4012","14368","267","25345","17075","4349","0","5672"
"4013","14368","267","25345","17076","4349","0","5674"
"4014","14367","267","25342","17057","4350","0","5675"
"4015","14367","266","25342","17060","4351","0","5675"
"4016","14367","266","25337","17059","4353","0","5678"
"4017","14367","266","25335","17062","4355","0","5684"
"4018","14366","264","25328","17076","4357","0","5686"
"4019","14366","264","25328","17079","4356","0","5687"
"4020","14366","264","25327","17083","4357","0","5688"
"4021","14365","265","25322","17069","4358","0","5691"
"4022","14365","265","25322","17064","4358","0","5691"
"4023","14365","264","25323","17052","4358","0","5693"
"4024","14365","264","25322","17047","4357","0","5694"
"4025","14365","264","25316","17050","4360","0","5696"
"4026","14365","264","25316","17045","4360","0","5697"
"4027","14365","263","25316","17036","4360","0","5697"
"4028","14365","263","25316","17036","4360","0","5702"
"4029","14364","263","25310","17025","4361","0","5703"
"4030","14364","263","25309","17017","4361","0","5704"
"4031","14364","263","25308","17014","4362","0","5710"
"4032","14362","262","25305","17010","4362","0","5712"
"4033","14361","261","25304","17004","4363","0","5714"
"4034","14359","261","25303","16999","4364","0","5714"
"4035","14359","261","25301","16988","4366","0","5714"
"4036","14359","261","25301","16991","4366","0","5715"
"4037","14357","259","25301","16987","4367","0","5717"
"4038","14357","259","25299","16983","4368","0","5718"
"4039","14357","259","25299","16982","4368","0","5719"
"4040","14356","259","25293","16974","4374","0","5723"
"4041","14354","258","25291","16969","4374","0","5724"
"4042","14354","258","25291","16978","4374","0","5727"
"4043","14353","257","25292","16999","4372","0","5727"
"4044","14353","255","25293","17029","4373","0","5728"
"4045","14352","255","25289","17040","4375","0","5730"
"4046","14352","254","25290","17061","4375","0","5733"
"4047","14351","253","25289","17105","4375","0","5733"
"4048","14351","253","25289","17109","4375","0","5735"
"4049","14349","253","25288","17125","4375","0","5736"
"4050","14346","252","25286","17130","4376","0","5741"
"4051","14346","252","25285","17124","4377","0","5741"
"4052","14346","252","25284","17122","4378","0","5744"
"4053","14345","252","25281","17107","4379","0","5746"
"4054","14344","251","25278","17088","4382","0","5746"
"4055","14343","251","25276","17086","4382","0","5749"
"4056","14343","251","25275","17077","4383","0","5751"
"4057","14342","251","25272","17066","4385","0","5754"
"4058","14342","251","25270","17068","4384","0","5754"
"4059","14342","251","25269","17063","4385","0","5754"
"4060","14341","249","25269","17057","4386","0","5756"
"4061","14341","249","25266","17057","4389","0","5758"
"4062","14341","249","25261","17046","4392","0","5759"
"4063","14340","248","25262","17031","4392","0","5759"
"4064","14340","248","25261","17022","4393","0","5759"
"4065","14340","247","25261","17023","4394","0","5759"
"4066","14340","247","25259","17028","4396","0","5761"
"4067","14340","247","25258","17035","4395","0","5764"
"4068","14339","246","25256","17052","4396","0","5765"
"4069","14339","245","25253","17062","4399","0","5767"
"4070","14338","245","25252","17066","4399","0","5768"
"4071","14336","243","25253","17077","4400","0","5769"
"4072","14336","243","25253","17090","4400","0","5769"
"4073","14336","243","25253","17100","4400","0","5772"
"4074","14336","243","25244","17084","4405","0","5773"
"4075","14336","243","25244","17089","4405","0","5773"
"4076","14336","243","25239","17084","4410","0","5775"
"4077","14335","243","25238","17072","4410","0","5775"
"4078","14335","243","25238","17071","4410","0","5777"
"4079","14334","242","25234","17047","4413","0","5778"
"4080","14334","242","25232","17039","4415","0","5782"
"4081","14331","241","25232","17043","4415","0","5782"
"4082","14331","241","25230","17024","4417","0","5785"
"4083","14331","241","25227","17021","4417","0","5785"
"4084","14331","240","25228","17005","4417","0","5785"
"4085","14331","239","25228","16999","4418","0","5785"
"4086","14331","239","25225","16994","4421","0","5785"
"4087","14331","239","25223","16995","4423","0","5785"
"4088","14331","239","25222","16999","4424","0","5785"
"4089","14331","239","25221","16997","4425","0","5785"
"4090","14330","240","25218","16994","4428","0","5785"
"4091","14330","239","25219","17017","4428","0","5786"
"4092","14330","239","25217","17035","4429","0","5786"
"4093","14330","239","25217","17033","4429","0","5786"
"4094","14330","238","25218","17038","4429","0","5786"
"4095","14330","237","25216","17052","4432","0","5786"
"4096","14329","237","25215","17059","4431","0","5789"
"4097","14329","237","25213","17081","4433","0","5789"
"4098","14329","237","25212","17087","4434","0","5791"
"4099","14329","237","25209","17075","4435","0","5791"
"4100","14329","236","25208","17071","4436","0","5792"
"4101","14329","236","25207","17068","4437","0","5795"
"4102","14329","236","25202","17058","4439","0","5795"
"4103","14328","235","25200","17039","4441","0","5797"
"4104","14327","235","25200","17035","4441","0","5798"
"4105","14327","235","25200","17029","4441","0","5799"
"4106","14326","235","25200","17022","4441","0","5799"
"4107","14326","235","25198","17017","4443","0","5799"
"4108","14326","235","25197","17011","4443","0","5800"
"4109","14326","235","25194","17003","4446","0","5804"
"4110","14322","234","25195","17004","4446","0","5804"
"4111","14322","234","25194","17005","4447","0","5804"
"4112","14322","234","25190","16998","4450","0","5805"
"4113","14322","234","25189","17000","4451","0","5805"
"4114","14322","233","25190","16996","4451","0","5806"
"4115","14322","233","25188","17007","4452","0","5806"
"4116","14322","232","25185","17014","4454","0","5808"
"4117","14322","232","25185","17031","4454","0","5809"
"4118","14322","231","25184","17032","4455","0","5810"
"4119","14322","231","25178","17040","4459","0","5811"
"4120","14322","231","25177","17048","4460","0","5812"
"4121","14322","231","25177","17063","4459","0","5814"
"4122","14321","230","25173","17053","4463","0","5814"
"4123","14321","229","25173","17047","4464","0","5814"
"4124","14321","229","25173","17045","4464","0","5815"
"4125","14321","228","25171","17038","4466","0","5815"
"4126","14321","227","25170","17035","4468","0","5818"
"4127","14321","227","25165","17004","4470","0","5821"
"4128","14320","227","25163","17003","4470","0","5821"
"4129","14320","227","25161","16997","4470","0","5823"
"4130","14320","227","25160","16990","4471","0","5825"
"4131","14319","227","25158","16983","4472","0","5825"
"4132","14319","227","25156","16981","4474","0","5829"
"4133","14318","227","25152","16971","4475","0","5829"
"4134","14318","224","25154","16968","4476","0","5833"
"4135","14317","224","25151","16957","4476","0","5835"
"4136","14316","224","25149","16949","4476","0","5836"
"4137","14316","224","25145","16941","4480","0","5837"
"4138","14316","224","25144","16951","4480","0","5837"
"4139","14316","223","25142","16961","4483","0","5838"
"4140","14316","223","25139","16976","4485","0","5838"
"4141","14316","223","25137","16981","4487","0","5842"
"4142","14314","223","25134","16987","4488","0","5843"
"4143","14314","223","25129","16991","4488","0","5847"
"4144","14314","223","25127","16995","4490","0","5848"
"4145","14312","224","25125","17008","4492","0","5850"
"4146","14312","223","25124","17001","4492","0","5850"
"4147","14312","223","25124","17001","4492","0","5850"
"4148","14311","223","25120","16991","4495","0","5852"
"4149","14311","223","25120","16989","4495","0","5853"
"4150","14310","222","25116","16979","4497","0","5856"
"4151","14309","221","25113","16963","4498","0","5860"
"4152","14309","220","25112","16958","4500","0","5861"
"4153","14309","220","25111","16957","4500","0","5864"
"4154","14309","220","25106","16948","4502","0","5864"
"4155","14309","220","25106","16944","4502","0","5865"
"4156","14308","220","25102","16927","4503","0","5868"
"4157","14308","220","25101","16920","4504","0","5871"
"4158","14306","220","25097","16910","4505","0","5873"
"4159","14306","219","25092","16897","4508","0","5876"
"4160","14305","219","25091","16895","4508","0","5878"
"4161","14305","219","25091","16895","4508","0","5881"
"4162","14304","218","25086","16911","4510","0","5883"
"4163","14302","218","25084","16912","4511","0","5886"
"4164","14302","218","25084","16908","4511","0","5889"
"4165","14300","218","25082","16901","4511","0","5890"
"4166","14299","217","25080","16899","4512","0","5893"
"4167","14299","217","25077","16896","4514","0","5894"
"4168","14299","217","25076","16897","4515","0","5898"
"4169","14298","217","25072","16902","4515","0","5899"
"4170","14297","216","25071","16902","4517","0","5900"
"4171","14297","216","25070","16900","4518","0","5902"
"4172","14297","214","25070","16900","4518","0","5902"
"4173","14297","214","25066","16883","4519","0","5905"
"4174","14297","214","25065","16880","4520","0","5905"
"4175","14297","214","25061","16869","4522","0","5907"
"4176","14297","214","25061","16865","4522","0","5907"
"4177","14297","213","25059","16848","4525","0","5907"
"4178","14295","213","25058","16848","4525","0","5910"
"4179","14294","213","25054","16841","4529","0","5911"
"4180","14293","213","25052","16835","4530","0","5913"
"4181","14293","213","25052","16830","4530","0","5917"
"4182","14292","213","25047","16825","4532","0","5918"
"4183","14291","213","25046","16822","4533","0","5918"
"4184","14291","213","25042","16821","4537","0","5918"
"4185","14291","213","25040","16819","4539","0","5918"
"4186","14291","213","25040","16818","4539","0","5918"
"4187","14291","213","25037","16822","4542","0","5919"
"4188","14291","213","25034","16830","4544","0","5920"
"4189","14289","214","25034","16829","4543","0","5921"
"4190","14289","214","25031","16827","4546","0","5924"
"4191","14288","214","25029","16828","4546","0","5927"
"4192","14288","214","25022","16828","4550","0","5927"
"4193","14287","215","25019","16822","4553","0","5927"
"4194","14285","214","25018","16815","4556","0","5928"
"4195","14285","214","25018","16815","4556","0","5932"
"4196","14283","214","25015","16821","4557","0","5933"
"4197","14282","214","25012","16813","4560","0","5935"
"4198","14282","214","25008","16811","4562","0","5935"
"4199","14282","214","25008","16813","4562","0","5937"
"4200","14281","214","25003","16808","4565","0","5938"
"4201","14281","213","25003","16800","4566","0","5941"
"4202","14280","213","24999","16794","4568","0","5944"
"4203","14278","213","24997","16791","4568","0","5945"
"4204","14278","212","24995","16787","4568","0","5948"
"4205","14276","212","24993","16775","4569","0","5951"
"4206","14275","212","24991","16775","4570","0","5953"
"4207","14275","212","24990","16767","4571","0","5956"
"4208","14274","212","24987","16774","4571","0","5957"
"4209","14274","212","24987","16776","4571","0","5957"
"4210","14274","209","24985","16797","4576","0","5957"
"4211","14274","209","24985","16808","4576","0","5958"
"4212","14273","210","24983","16813","4577","0","5958"
"4213","14272","210","24982","16820","4577","0","5960"
"4214","14270","209","24983","16836","4575","0","5964"
"4215","14269","208","24978","16853","4576","0","5970"
"4216","14269","208","24978","16868","4576","0","5970"
"4217","14269","206","24979","16880","4577","0","5970"
"4218","14268","206","24977","16883","4578","0","5972"
"4219","14268","205","24975","16881","4579","0","5974"
"4220","14267","205","24972","16886","4580","0","5977"
"4221","14265","206","24968","16867","4584","0","5978"
"4222","14265","206","24967","16861","4585","0","5978"
"4223","14265","206","24963","16858","4585","0","5982"
"4224","14265","206","24963","16860","4585","0","5982"
"4225","14265","206","24961","16855","4587","0","5983"
"4226","14264","205","24959","16846","4589","0","5984"
"4227","14264","205","24958","16845","4588","0","5986"
"4228","14264","205","24956","16834","4590","0","5986"
"4229","14264","205","24951","16823","4595","0","5986"
"4230","14264","205","24950","16823","4596","0","5986"
"4231","14264","205","24950","16817","4596","0","5986"
"4232","14264","205","24950","16815","4596","0","5989"
"4233","14263","205","24943","16799","4598","0","5992"
"4234","14263","205","24942","16813","4599","0","5993"
"4235","14261","205","24940","16825","4600","0","5995"
"4236","14261","205","24937","16831","4603","0","6001"
"4237","14258","205","24934","16859","4603","0","6001"
