"Step","Susciptable","Exposed","LatentTB","LatentExposed","InfectedTB","Recovered","Dead"
"11701","11851","805","14724","9127","5234","315","17072"
"11702","11851","805","14724","9128","5233","315","17073"
"11703","11851","805","14724","9128","5232","315","17074"
"11704","11851","804","14726","9134","5231","315","17077"
"11705","11849","803","14727","9134","5229","315","17078"
"11706","11849","803","14726","9136","5227","317","17079"
"11707","11851","804","14724","9129","5229","314","17081"
"11708","11849","806","14723","9125","5228","314","17083"
"11709","11849","806","14721","9123","5228","314","17083"
"11710","11848","807","14720","9119","5228","314","17084"
"11711","11848","808","14716","9117","5231","312","17086"
"11712","11850","808","14715","9115","5231","310","17087"
"11713","11849","810","14714","9110","5232","309","17087"
"11714","11849","810","14714","9110","5232","309","17089"
"11715","11849","810","14712","9105","5232","307","17091"
"11716","11848","810","14709","9102","5234","307","17093"
"11717","11848","809","14710","9101","5234","307","17094"
"11718","11848","809","14709","9105","5234","307","17094"
"11719","11849","807","14710","9099","5234","307","17095"
"11720","11850","804","14712","9100","5232","307","17096"
"11721","11850","804","14712","9099","5230","309","17097"
"11722","11848","806","14711","9094","5226","313","17097"
"11723","11847","808","14711","9091","5225","313","17098"
"11724","11847","807","14711","9074","5223","313","17100"
"11725","11847","807","14709","9071","5224","314","17101"
"11726","11848","807","14709","9082","5221","315","17101"
"11727","11847","808","14709","9081","5221","315","17101"
"11728","11847","808","14708","9079","5221","316","17101"
"11729","11846","809","14708","9081","5219","316","17103"
"11730","11846","809","14706","9077","5218","318","17104"
"11731","11846","809","14706","9076","5218","318","17107"
"11732","11845","810","14702","9066","5218","319","17107"
"11733","11845","808","14703","9069","5219","319","17107"
"11734","11846","806","14704","9069","5220","318","17107"
"11735","11846","806","14704","9068","5220","318","17107"
"11736","11846","806","14702","9064","5222","318","17107"
"11737","11848","807","14699","9068","5225","315","17107"
"11738","11848","807","14699","9068","5225","315","17107"
"11739","11848","807","14698","9057","5226","315","17107"
"11740","11848","806","14699","9056","5226","315","17107"
"11741","11848","806","14698","9051","5226","315","17108"
"11742","11847","808","14698","9050","5226","314","17111"
"11743","11848","808","14693","9045","5228","313","17111"
"11744","11847","809","14692","9047","5228","314","17113"
"11745","11845","810","14690","9044","5225","318","17117"
"11746","11844","810","14687","9045","5224","319","17122"
"11747","11844","809","14686","9046","5222","318","17122"
"11748","11844","810","14685","9045","5220","320","17125"
"11749","11841","813","14682","9046","5217","323","17129"
"11750","11844","813","14679","9042","5215","321","17129"
"11751","11844","814","14678","9039","5211","325","17129"
"11752","11842","815","14679","9043","5210","326","17129"
"11753","11843","815","14679","9047","5206","329","17131"
"11754","11842","816","14678","9048","5205","329","17131"
"11755","11842","817","14676","9048","5207","328","17134"
"11756","11842","819","14675","9049","5205","326","17134"
"11757","11841","820","14673","9046","5205","325","17137"
"11758","11841","821","14673","9041","5205","324","17138"
"11759","11841","821","14673","9044","5204","324","17138"
"11760","11840","821","14672","9035","5206","324","17138"
"11761","11840","821","14672","9037","5206","324","17141"
"11762","11841","821","14670","9040","5206","322","17143"
"11763","11841","818","14671","9031","5207","321","17145"
"11764","11840","819","14669","9027","5206","321","17146"
"11765","11838","817","14669","9022","5206","321","17150"
"11766","11838","817","14669","9022","5206","321","17151"
"11767","11838","817","14669","9023","5204","322","17152"
"11768","11838","816","14669","9024","5204","322","17152"
"11769","11837","817","14668","9029","5202","325","17153"
"11770","11836","818","14668","9039","5197","327","17155"
"11771","11835","819","14668","9047","5197","327","17155"
"11772","11836","818","14666","9060","5197","328","17156"
"11773","11836","818","14666","9064","5197","328","17157"
"11774","11834","820","14664","9066","5196","328","17159"
"11775","11835","820","14664","9074","5194","327","17161"
"11776","11835","820","14663","9078","5194","328","17163"
"11777","11835","820","14662","9084","5194","327","17164"
"11778","11834","819","14663","9090","5193","327","17165"
"11779","11834","818","14662","9085","5195","327","17165"
"11780","11833","819","14661","9084","5196","327","17165"
"11781","11833","819","14661","9078","5195","327","17166"
"11782","11834","819","14661","9076","5195","326","17166"
"11783","11835","818","14661","9074","5195","325","17167"
"11784","11835","815","14664","9072","5195","325","17167"
"11785","11834","816","14664","9069","5195","325","17169"
"11786","11833","814","14663","9063","5197","325","17173"
"11787","11834","812","14663","9058","5196","323","17174"
"11788","11833","812","14663","9057","5196","323","17175"
"11789","11833","811","14658","9049","5199","323","17177"
"11790","11833","808","14660","9052","5199","322","17179"
"11791","11832","808","14658","9040","5201","320","17182"
"11792","11830","808","14660","9039","5200","321","17185"
"11793","11830","807","14657","9035","5199","322","17186"
"11794","11830","807","14657","9037","5198","322","17187"
"11795","11829","808","14657","9046","5199","321","17187"
"11796","11828","809","14654","9048","5202","320","17188"
"11797","11825","811","14655","9066","5202","320","17188"
"11798","11825","811","14652","9065","5203","321","17189"
"11799","11822","813","14651","9068","5201","323","17191"
"11800","11822","814","14651","9073","5200","323","17194"
"11801","11822","814","14650","9080","5197","324","17194"
"11802","11822","814","14650","9077","5196","324","17195"
"11803","11823","813","14651","9077","5195","323","17196"
"11804","11823","813","14651","9077","5193","325","17196"
"11805","11822","814","14651","9078","5192","325","17197"
"11806","11821","815","14651","9078","5192","324","17198"
"11807","11822","816","14650","9077","5193","322","17202"
"11808","11821","816","14649","9078","5192","321","17202"
"11809","11823","816","14647","9067","5194","319","17202"
"11810","11825","817","14647","9059","5194","316","17202"
"11811","11823","819","14647","9057","5194","316","17203"
"11812","11821","819","14645","9049","5193","316","17207"
"11813","11823","817","14646","9045","5192","314","17209"
"11814","11822","816","14647","9047","5191","313","17212"
"11815","11823","816","14647","9047","5189","314","17217"
"11816","11820","818","14647","9045","5186","313","17217"
"11817","11818","819","14647","9043","5187","313","17220"
"11818","11816","818","14648","9044","5184","315","17223"
"11819","11817","818","14648","9063","5179","316","17223"
"11820","11817","817","14647","9060","5179","317","17224"
"11821","11814","817","14647","9066","5178","317","17228"
"11822","11813","818","14644","9069","5180","317","17229"
"11823","11812","819","14643","9068","5180","318","17229"
"11824","11811","820","14642","9067","5180","318","17230"
"11825","11811","818","14644","9071","5178","317","17233"
"11826","11811","818","14643","9070","5177","319","17234"
"11827","11809","819","14643","9066","5177","319","17234"
"11828","11808","820","14642","9065","5175","322","17235"
"11829","11807","820","14642","9064","5174","323","17236"
"11830","11807","819","14640","9066","5175","322","17238"
"11831","11807","819","14640","9064","5174","322","17239"
"11832","11806","818","14640","9059","5174","322","17241"
"11833","11806","818","14637","9051","5177","322","17241"
"11834","11806","818","14636","9050","5178","322","17241"
"11835","11806","816","14637","9051","5179","322","17241"
"11836","11805","816","14637","9053","5179","322","17242"
"11837","11806","816","14635","9054","5181","321","17245"
"11838","11805","816","14634","9055","5180","321","17247"
"11839","11804","814","14635","9054","5180","321","17247"
"11840","11805","813","14634","9052","5177","321","17251"
"11841","11804","812","14636","9052","5173","325","17252"
"11842","11802","813","14633","9048","5173","326","17254"
"11843","11802","814","14630","9048","5175","325","17255"
"11844","11802","815","14628","9055","5174","323","17259"
"11845","11802","814","14629","9057","5174","323","17262"
"11846","11800","816","14629","9064","5170","324","17262"
"11847","11801","816","14627","9063","5172","323","17262"
"11848","11799","817","14627","9068","5173","323","17263"
"11849","11799","817","14626","9073","5173","323","17263"
"11850","11799","817","14626","9080","5170","326","17263"
"11851","11799","818","14625","9073","5170","325","17264"
"11852","11798","819","14625","9076","5168","327","17266"
"11853","11799","819","14623","9069","5168","326","17266"
"11854","11800","818","14624","9066","5168","325","17266"
"11855","11801","817","14624","9061","5169","324","17268"
"11856","11798","817","14623","9052","5171","324","17270"
"11857","11798","817","14622","9052","5169","322","17273"
"11858","11798","816","14623","9052","5169","322","17276"
"11859","11795","816","14623","9045","5169","322","17276"
"11860","11795","815","14623","9042","5170","322","17277"
"11861","11794","816","14620","9039","5172","322","17280"
"11862","11793","815","14619","9032","5168","322","17284"
"11863","11793","815","14618","9028","5168","322","17285"
"11864","11793","815","14618","9027","5167","323","17287"
"11865","11793","813","14619","9025","5164","324","17288"
"11866","11793","812","14617","9028","5163","326","17290"
"11867","11794","812","14616","9027","5164","325","17291"
"11868","11794","810","14615","9031","5164","327","17291"
"11869","11793","811","14613","9029","5164","328","17292"
"11870","11793","811","14609","9033","5165","330","17293"
"11871","11794","812","14609","9043","5164","329","17293"
"11872","11792","812","14609","9047","5163","330","17295"
"11873","11791","813","14608","9045","5163","331","17296"
"11874","11790","814","14608","9046","5160","333","17296"
"11875","11791","813","14607","9038","5159","332","17299"
"11876","11792","811","14609","9043","5157","333","17300"
"11877","11793","810","14608","9039","5158","332","17305"
"11878","11790","809","14609","9030","5157","331","17306"
"11879","11791","809","14607","9026","5158","330","17306"
"11880","11791","809","14605","9017","5161","329","17307"
"11881","11791","809","14606","9011","5160","328","17307"
"11882","11790","809","14605","9010","5160","328","17309"
"11883","11790","809","14605","9011","5160","328","17311"
"11884","11791","807","14604","8997","5161","326","17312"
"11885","11791","807","14603","8992","5162","326","17312"
"11886","11791","807","14601","8987","5162","326","17314"
"11887","11790","805","14601","8988","5162","325","17318"
"11888","11792","805","14602","8988","5161","323","17318"
"11889","11792","805","14599","8997","5160","327","17318"
"11890","11792","805","14599","8996","5160","327","17320"
"11891","11791","804","14597","9003","5158","331","17321"
"11892","11792","804","14595","9000","5159","330","17322"
"11893","11790","806","14594","9003","5158","331","17322"
"11894","11787","808","14590","8997","5158","332","17326"
"11895","11787","808","14589","8997","5155","334","17328"
"11896","11787","808","14589","8997","5155","334","17329"
"11897","11788","805","14590","8995","5152","337","17330"
"11898","11787","806","14589","8996","5148","341","17330"
"11899","11787","806","14588","8990","5149","341","17332"
"11900","11788","807","14586","8989","5148","340","17334"
"11901","11788","805","14587","8989","5148","339","17334"
"11902","11787","805","14586","8982","5149","339","17335"
"11903","11787","805","14585","8986","5150","339","17335"
"11904","11787","804","14585","8983","5150","339","17336"
"11905","11788","804","14583","8977","5151","338","17337"
"11906","11788","802","14585","8978","5151","338","17337"
"11907","11789","801","14585","8972","5149","336","17341"
"11908","11789","799","14587","8964","5149","336","17343"
"11909","11788","800","14585","8962","5150","335","17343"
"11910","11788","800","14585","8963","5150","335","17343"
"11911","11788","800","14584","8964","5149","337","17343"
"11912","11788","799","14585","8961","5149","337","17343"
"11913","11788","799","14584","8955","5148","339","17343"
"11914","11789","799","14584","8955","5147","338","17344"
"11915","11789","797","14586","8966","5144","341","17345"
"11916","11789","796","14587","8961","5143","341","17345"
"11917","11787","796","14588","8964","5141","341","17348"
"11918","11787","796","14588","8965","5140","342","17348"
"11919","11787","797","14586","8966","5140","343","17352"
"11920","11785","796","14586","8965","5139","343","17354"
"11921","11783","797","14586","8966","5136","345","17354"
"11922","11782","796","14585","8960","5136","346","17356"
"11923","11782","795","14584","8963","5132","348","17360"
"11924","11782","795","14584","8962","5132","348","17361"
"11925","11780","795","14584","8958","5132","347","17363"
"11926","11780","794","14584","8956","5133","347","17365"
"11927","11778","794","14584","8961","5133","347","17366"
"11928","11777","793","14584","8959","5133","347","17367"
"11929","11777","793","14583","8951","5134","347","17369"
"11930","11776","792","14582","8947","5135","347","17369"
"11931","11775","791","14582","8939","5134","346","17373"
"11932","11775","791","14582","8939","5134","346","17374"
"11933","11772","793","14582","8941","5134","346","17376"
"11934","11771","793","14582","8941","5133","346","17376"
"11935","11770","794","14582","8937","5131","345","17379"
"11936","11769","795","14582","8941","5129","347","17380"
"11937","11771","795","14580","8947","5130","345","17380"
"11938","11771","795","14580","8948","5130","345","17380"
"11939","11770","795","14580","8961","5128","347","17381"
"11940","11769","797","14580","8971","5127","347","17383"
"11941","11770","797","14579","8979","5126","346","17383"
"11942","11767","798","14580","8988","5126","346","17384"
"11943","11767","798","14579","9004","5126","346","17385"
"11944","11768","798","14579","9005","5126","345","17387"
"11945","11766","799","14576","9014","5128","345","17387"
"11946","11766","798","14574","9015","5129","346","17388"
"11947","11767","798","14573","9010","5130","344","17389"
"11948","11768","798","14572","9009","5130","343","17390"
"11949","11768","798","14573","9005","5129","341","17392"
"11950","11768","799","14572","9003","5130","340","17394"
"11951","11766","798","14568","9000","5133","340","17396"
"11952","11766","798","14567","9001","5134","340","17397"
"11953","11766","798","14566","8999","5134","340","17401"
"11954","11765","796","14567","8995","5131","339","17403"
"11955","11766","796","14567","8994","5131","338","17406"
"11956","11764","796","14565","8985","5132","338","17406"
"11957","11763","793","14567","8986","5133","338","17407"
"11958","11764","793","14564","8983","5136","337","17407"
"11959","11764","792","14565","8980","5135","338","17407"
"11960","11764","792","14565","8983","5135","338","17410"
"11961","11763","789","14568","8983","5132","339","17410"
"11962","11763","789","14569","8990","5131","339","17410"
"11963","11763","790","14569","8998","5129","340","17412"
"11964","11763","789","14569","8999","5126","341","17413"
"11965","11762","790","14569","9003","5125","340","17415"
"11966","11762","790","14568","9004","5126","340","17415"
"11967","11759","792","14564","9010","5127","339","17420"
"11968","11758","794","14564","9007","5127","338","17420"
"11969","11758","794","14562","9023","5128","338","17421"
"11970","11757","794","14561","9028","5125","340","17424"
"11971","11756","795","14561","9025","5125","340","17427"
"11972","11755","793","14564","9026","5120","342","17427"
"11973","11756","792","14564","9016","5118","342","17429"
"11974","11755","792","14564","9014","5117","342","17431"
"11975","11756","792","14563","9011","5118","341","17435"
"11976","11753","792","14562","9013","5118","341","17437"
"11977","11753","792","14559","9007","5121","339","17439"
"11978","11753","792","14559","9009","5120","338","17440"
"11979","11754","792","14558","9006","5121","336","17442"
"11980","11750","793","14559","9004","5120","336","17443"
"11981","11750","793","14558","9003","5121","336","17443"
"11982","11750","794","14558","8996","5121","335","17445"
"11983","11750","794","14557","8991","5119","336","17447"
"11984","11750","794","14556","8999","5117","336","17448"
"11985","11749","795","14556","8997","5117","336","17449"
"11986","11748","796","14555","9002","5115","337","17450"
"11987","11745","799","14554","9010","5113","339","17451"
"11988","11743","800","14554","9016","5113","339","17452"
"11989","11743","797","14557","9015","5112","340","17452"
"11990","11744","796","14558","9022","5111","340","17452"
"11991","11744","795","14559","9024","5111","340","17457"
"11992","11746","793","14558","9034","5108","339","17457"
"11993","11747","792","14559","9036","5108","338","17461"
"11994","11746","792","14557","9029","5107","337","17462"
"11995","11747","791","14558","9033","5107","336","17464"
"11996","11746","790","14559","9032","5106","336","17464"
"11997","11746","789","14560","9028","5106","336","17464"
"11998","11747","788","14561","9023","5106","335","17464"
"11999","11746","788","14558","9021","5105","335","17469"
"12000","11748","788","14557","9025","5106","333","17469"
"12001","11749","788","14555","9018","5107","332","17470"
"12002","11749","788","14554","9017","5107","332","17471"
"12003","11749","789","14554","9020","5107","331","17473"
"12004","11749","789","14552","9018","5107","331","17474"
"12005","11748","790","14551","9022","5108","330","17474"
"12006","11749","790","14548","9016","5109","330","17475"
"12007","11749","788","14549","9013","5108","331","17476"
"12008","11748","786","14551","9014","5107","332","17477"
"12009","11748","786","14550","9014","5105","335","17479"
"12010","11746","786","14548","9015","5105","337","17481"
"12011","11744","787","14547","9015","5104","338","17481"
"12012","11745","787","14547","9008","5103","338","17484"
"12013","11743","787","14546","9006","5103","338","17484"
"12014","11741","788","14547","9024","5100","340","17485"
"12015","11741","785","14550","9025","5100","340","17490"
"12016","11740","785","14547","9025","5101","338","17490"
"12017","11740","786","14547","9024","5100","338","17493"
"12018","11741","786","14545","9028","5099","337","17493"
"12019","11741","786","14547","9029","5097","336","17494"
"12020","11740","787","14547","9029","5096","337","17494"
"12021","11741","787","14546","9025","5097","336","17494"
"12022","11741","786","14545","9022","5099","336","17494"
"12023","11742","785","14545","9018","5100","335","17494"
"12024","11743","787","14543","9012","5102","332","17494"
"12025","11742","788","14542","9011","5102","332","17495"
"12026","11742","788","14540","9003","5103","332","17496"
"12027","11743","788","14540","9001","5103","331","17499"
"12028","11742","786","14540","9004","5103","331","17499"
"12029","11742","786","14539","9007","5104","331","17499"
"12030","11743","785","14537","9001","5107","330","17499"
"12031","11741","785","14534","9001","5109","330","17502"
"12032","11741","784","14534","8998","5108","332","17502"
"12033","11740","783","14534","8993","5106","333","17505"
"12034","11741","782","14534","8995","5104","334","17506"
"12035","11741","781","14535","8993","5104","334","17508"
"12036","11740","782","14534","9002","5102","335","17509"
"12037","11738","783","14532","9011","5102","336","17510"
"12038","11737","784","14532","9014","5102","336","17513"
"12039","11735","785","14530","9019","5102","335","17514"
"12040","11737","784","14529","9020","5103","334","17518"
"12041","11738","782","14526","9018","5103","334","17518"
"12042","11737","783","14526","9009","5103","331","17521"
"12043","11736","784","14525","9012","5104","331","17521"
"12044","11736","784","14525","9011","5104","331","17522"
"12045","11737","784","14523","9006","5105","330","17524"
"12046","11737","782","14521","9001","5106","330","17525"
"12047","11737","782","14521","9001","5106","330","17525"
"12048","11738","781","14521","9001","5106","328","17527"
"12049","11738","780","14522","9004","5106","328","17529"
"12050","11738","779","14522","8997","5104","328","17530"
"12051","11738","779","14522","9001","5103","327","17532"
"12052","11738","779","14520","8997","5105","327","17532"
"12053","11736","779","14521","8989","5106","327","17532"
"12054","11736","779","14521","8988","5106","327","17535"
"12055","11736","776","14523","8985","5103","328","17535"
"12056","11735","776","14523","8985","5103","328","17536"
"12057","11736","776","14523","8986","5101","329","17537"
"12058","11733","780","14522","8990","5101","328","17537"
"12059","11732","780","14520","8985","5101","329","17539"
"12060","11733","781","14519","8987","5094","333","17541"
"12061","11732","781","14516","8985","5093","335","17544"
"12062","11732","781","14516","8985","5091","337","17546"
"12063","11730","780","14514","8977","5090","341","17547"
"12064","11731","780","14514","8974","5088","341","17548"
"12065","11730","780","14514","8971","5086","343","17549"
"12066","11730","780","14512","8969","5086","344","17549"
"12067","11729","780","14513","8971","5085","345","17552"
"12068","11729","780","14512","8967","5082","346","17553"
"12069","11729","780","14513","8960","5080","346","17553"
"12070","11729","779","14512","8961","5082","346","17558"
"12071","11727","779","14507","8958","5085","345","17558"
"12072","11728","779","14504","8957","5087","344","17559"
"12073","11729","778","14505","8954","5087","343","17563"
"12074","11727","777","14504","8953","5087","343","17563"
"12075","11727","777","14503","8951","5088","343","17563"
"12076","11727","777","14503","8949","5088","343","17563"
"12077","11727","777","14501","8937","5088","343","17565"
"12078","11728","777","14501","8937","5088","342","17566"
"12079","11726","775","14504","8937","5087","343","17566"
"12080","11728","775","14504","8937","5087","341","17567"
"12081","11729","776","14502","8932","5084","340","17570"
"12082","11729","777","14501","8936","5083","341","17570"
"12083","11729","777","14501","8937","5080","344","17570"
"12084","11729","776","14502","8939","5075","349","17570"
"12085","11730","775","14503","8931","5075","348","17571"
"12086","11729","776","14504","8934","5070","351","17572"
"12087","11729","775","14504","8938","5066","355","17576"
"12088","11726","773","14506","8936","5063","357","17577"
"12089","11726","773","14505","8939","5060","360","17581"
"12090","11726","772","14506","8940","5052","364","17581"
"12091","11726","772","14505","8937","5052","365","17584"
"12092","11724","772","14505","8937","5049","367","17584"
"12093","11726","772","14505","8933","5049","365","17584"
"12094","11729","771","14505","8932","5050","362","17584"
"12095","11729","771","14505","8928","5050","362","17584"
"12096","11730","769","14506","8931","5051","361","17585"
"12097","11728","770","14504","8929","5053","361","17586"
"12098","11728","770","14506","8928","5051","359","17587"
"12099","11729","771","14505","8926","5052","357","17587"
"12100","11730","771","14505","8919","5051","356","17588"
"12101","11730","771","14505","8919","5051","356","17590"
"12102","11724","773","14503","8911","5053","356","17592"
"12103","11724","774","14503","8914","5054","354","17592"
"12104","11722","776","14501","8911","5054","356","17592"
"12105","11724","775","14502","8920","5053","355","17592"
"12106","11723","777","14502","8934","5053","354","17592"
"12107","11723","777","14502","8938","5050","357","17595"
"12108","11720","780","14501","8949","5048","357","17595"
"12109","11720","779","14502","8956","5047","358","17595"
"12110","11721","778","14502","8962","5048","357","17596"
"12111","11721","777","14503","8978","5048","356","17596"
"12112","11722","775","14505","8976","5048","355","17597"
"12113","11722","774","14505","8996","5047","356","17600"
"12114","11721","774","14506","8993","5043","356","17601"
"12115","11721","772","14508","8993","5043","356","17602"
"12116","11719","772","14509","8994","5042","357","17603"
"12117","11717","772","14508","8987","5041","357","17606"
"12118","11716","772","14508","8982","5041","357","17607"
"12119","11717","770","14508","8989","5042","356","17608"
"12120","11718","770","14508","8989","5042","355","17609"
"12121","11720","770","14505","8987","5041","353","17612"
"12122","11719","770","14506","8987","5041","353","17612"
"12123","11719","770","14506","8985","5041","353","17614"
"12124","11717","772","14506","8980","5040","352","17615"
"12125","11718","772","14506","8979","5038","351","17616"
"12126","11719","773","14505","8969","5039","349","17618"
"12127","11719","773","14504","8965","5036","351","17619"
"12128","11719","772","14505","8968","5036","350","17619"
"12129","11719","772","14506","8962","5031","353","17620"
"12130","11719","772","14506","8964","5031","353","17623"
"12131","11715","774","14505","8981","5029","355","17624"
"12132","11716","774","14505","8987","5028","354","17624"
"12133","11715","775","14503","8994","5029","355","17627"
"12134","11715","774","14501","8993","5027","357","17629"
"12135","11714","773","14502","8999","5026","357","17631"
"12136","11716","773","14502","9002","5025","354","17633"
"12137","11715","775","14502","9002","5023","353","17635"
"12138","11715","774","14501","9003","5023","353","17635"
"12139","11715","775","14501","9000","5023","352","17638"
"12140","11715","774","14501","8997","5020","353","17641"
"12141","11716","774","14498","8992","5019","353","17644"
"12142","11714","775","14496","8987","5019","353","17646"
"12143","11714","776","14491","8979","5022","352","17648"
"12144","11714","777","14487","8979","5023","351","17649"
"12145","11714","777","14487","8979","5023","351","17650"
"12146","11712","780","14484","8969","5026","348","17651"
"12147","11711","781","14484","8968","5026","348","17654"
"12148","11710","781","14481","8962","5027","348","17654"
"12149","11711","779","14482","8963","5025","347","17657"
"12150","11711","779","14483","8962","5023","345","17660"
"12151","11710","779","14482","8959","5022","346","17662"
"12152","11708","780","14483","8958","5018","349","17663"
"12153","11708","780","14483","8958","5017","350","17668"
"12154","11705","781","14479","8967","5017","351","17671"
"12155","11705","781","14474","8973","5019","350","17672"
"12156","11706","780","14473","8972","5020","349","17673"
"12157","11706","779","14473","8977","5017","349","17677"
"12158","11706","779","14473","8982","5016","350","17679"
"12159","11706","779","14470","8976","5017","350","17679"
"12160","11707","778","14471","8981","5015","351","17679"
"12161","11706","778","14472","8982","5015","351","17681"
"12162","11706","777","14470","8985","5015","351","17682"
"12163","11706","776","14469","8971","5015","352","17683"
"12164","11704","777","14470","8974","5014","353","17683"
"12165","11705","775","14472","8971","5013","353","17684"
"12166","11705","775","14470","8963","5014","353","17685"
"12167","11705","775","14467","8960","5016","353","17685"
"12168","11704","777","14466","8962","5017","352","17685"
"12169","11705","775","14468","8960","5017","351","17688"
"12170","11706","774","14466","8956","5017","350","17689"
"12171","11706","774","14465","8954","5017","350","17690"
"12172","11707","774","14463","8945","5018","349","17691"
"12173","11710","774","14461","8942","5018","346","17692"
"12174","11708","776","14461","8944","5018","345","17693"
"12175","11708","775","14462","8939","5017","346","17693"
"12176","11707","775","14459","8935","5019","347","17694"
"12177","11707","775","14457","8939","5020","348","17698"
"12178","11706","775","14456","8945","5018","348","17700"
"12179","11703","776","14454","8956","5017","349","17702"
"12180","11704","777","14452","8958","5017","348","17703"
"12181","11703","777","14452","8957","5018","348","17705"
"12182","11697","782","14451","8958","5015","351","17705"
"12183","11698","780","14453","8970","5013","350","17707"
"12184","11697","780","14454","8969","5013","350","17709"
"12185","11695","779","14453","8966","5013","352","17712"
"12186","11694","778","14452","8964","5010","353","17714"
"12187","11694","778","14452","8961","5011","352","17714"
"12188","11694","778","14451","8960","5012","352","17714"
"12189","11696","778","14450","8957","5012","351","17714"
"12190","11696","777","14451","8952","5012","350","17715"
"12191","11695","777","14452","8950","5012","350","17716"
"12192","11694","776","14451","8946","5014","350","17716"
"12193","11694","777","14450","8943","5015","349","17716"
"12194","11695","777","14450","8944","5015","348","17720"
"12195","11693","776","14450","8939","5014","348","17720"
"12196","11693","776","14450","8936","5014","348","17722"
"12197","11695","775","14450","8925","5013","346","17722"
"12198","11696","776","14450","8923","5013","344","17723"
"12199","11694","776","14450","8925","5011","344","17726"
"12200","11695","777","14450","8927","5009","344","17728"
"12201","11693","776","14450","8931","5009","344","17729"
"12202","11692","777","14449","8934","5009","344","17730"
"12203","11692","777","14449","8941","5008","345","17730"
"12204","11691","777","14448","8949","5010","342","17733"
"12205","11691","776","14449","8948","5010","341","17734"
"12206","11692","776","14448","8947","5009","342","17736"
"12207","11688","780","14447","8950","5005","345","17736"
"12208","11689","780","14446","8958","5006","344","17736"
"12209","11689","779","14447","8960","5006","344","17739"
"12210","11690","777","14445","8951","5005","345","17739"
"12211","11690","777","14445","8948","5004","345","17740"
"12212","11691","776","14446","8947","5005","343","17743"
"12213","11690","773","14448","8938","5004","343","17744"
"12214","11690","773","14447","8936","5004","343","17745"
"12215","11689","772","14445","8930","5006","343","17746"
"12216","11688","772","14444","8927","5005","343","17749"
"12217","11687","773","14443","8921","5005","343","17750"
"12218","11686","774","14442","8917","5006","343","17750"
"12219","11688","772","14443","8920","5006","341","17751"
"12220","11689","771","14444","8919","5006","340","17753"
"12221","11689","771","14442","8914","5006","340","17754"
"12222","11689","770","14443","8908","5006","339","17756"
"12223","11691","769","14443","8906","5004","338","17756"
"12224","11692","770","14444","8908","5001","338","17756"
"12225","11690","771","14445","8912","5001","338","17758"
"12226","11690","771","14441","8909","5003","338","17760"
"12227","11689","771","14441","8907","4998","342","17761"
"12228","11689","769","14440","8916","4997","345","17761"
"12229","11690","768","14439","8918","4993","347","17764"
"12230","11689","769","14439","8917","4991","348","17765"
"12231","11689","769","14438","8915","4988","350","17767"
"12232","11691","769","14436","8917","4989","349","17767"
"12233","11691","768","14438","8910","4988","349","17767"
"12234","11687","768","14439","8905","4985","353","17769"
"12235","11688","769","14439","8904","4985","351","17773"
"12236","11687","766","14439","8904","4984","351","17774"
"12237","11686","767","14438","8904","4985","351","17774"
"12238","11687","767","14437","8898","4986","350","17774"
"12239","11687","766","14438","8893","4986","350","17774"
"12240","11688","766","14438","8893","4985","349","17775"
"12241","11688","765","14438","8887","4986","349","17776"
"12242","11689","766","14437","8886","4985","347","17777"
"12243","11692","766","14436","8887","4986","343","17778"
"12244","11692","765","14436","8885","4987","343","17779"
"12245","11691","766","14435","8882","4988","342","17779"
"12246","11692","766","14435","8884","4988","341","17779"
"12247","11691","768","14434","8882","4987","342","17779"
"12248","11689","770","14434","8880","4986","343","17779"
"12249","11689","770","14433","8877","4986","344","17779"
"12250","11689","770","14432","8880","4986","345","17779"
"12251","11686","773","14431","8879","4981","351","17782"
"12252","11685","771","14432","8875","4977","352","17784"
"12253","11684","772","14432","8875","4976","353","17785"
"12254","11682","773","14431","8879","4973","356","17786"
"12255","11682","773","14431","8879","4973","356","17786"
"12256","11684","774","14430","8881","4973","354","17787"
"12257","11683","773","14431","8884","4969","358","17788"
"12258","11683","774","14429","8883","4969","358","17791"
"12259","11681","775","14428","8880","4967","359","17791"
"12260","11681","776","14425","8877","4966","361","17792"
"12261","11680","776","14426","8874","4965","361","17793"
"12262","11679","777","14426","8874","4965","361","17794"
"12263","11678","777","14426","8872","4965","361","17794"
"12264","11678","777","14424","8862","4964","360","17798"
"12265","11677","778","14424","8861","4964","360","17799"
"12266","11676","778","14424","8858","4964","360","17799"
"12267","11676","778","14424","8853","4964","360","17799"
"12268","11677","778","14424","8855","4964","359","17800"
"12269","11676","778","14424","8858","4965","358","17800"
"12270","11677","776","14425","8852","4963","357","17803"
"12271","11677","775","14422","8852","4963","358","17806"
"12272","11679","775","14422","8854","4961","358","17807"
"12273","11678","775","14422","8856","4958","359","17809"
"12274","11678","775","14422","8862","4956","361","17810"
"12275","11677","774","14423","8869","4957","360","17810"
"12276","11672","777","14425","8881","4956","361","17811"
"12277","11672","778","14425","8881","4955","360","17812"
"12278","11672","778","14424","8888","4955","360","17812"
"12279","11671","779","14422","8886","4954","361","17814"
"12280","11672","779","14420","8891","4954","360","17816"
"12281","11671","780","14419","8905","4953","361","17817"
