Geometry,Business,Rent Mean,Rent Str,Fam S D,Mat Woo D,Vil Code,Water,Women,Rent Min,Owner,Mat M D,Household,Empty,Tot Units,Busi C,Serv H,Rooms,Fam Up D,Mat Ir D,Elect D,Date,Service,Mat M,Busi P,Elect,Fam C,Mat Br,Pop D,Fam Sp D,No Info,Child D,Fam C D,Serv Edu,Toilet,Pop,Families,Child,Mat Woo,Sheet N,Busi S,Fam P,Women D,Structure,Pop R,Fam Up,Mat Ir,Rent Max,Fam P D,Str Code,Mat Br D,Serv O,Fam S,Fam Sp,latitude,longitude
0,1,1050,5250,0.5,0,KIA,0,5,600,0,1,5,0,6,1,0,5,0,0,0.33,80804,0,5,0,2,4,0,6.2,0,0,0.613,0.5,0,0,31,8,19,0,2,0,0,0.161,91,31,0,0,1500,0,KIAS2S91S8,0,0,4,0,-1.310268473,36.77222914
0,0,1350,9450,0.25,0,KIA,0,6,1200,0,1,7,0,7,0,0,7,0,0,1,80804,0,7,0,7,6,0,3.714,0,0,0.462,0.75,0,0,26,8,12,0,2,0,0,0.231,96,26,0,0,1500,0,KIAS2S96S8,0,0,2,0,-1.310404132,36.77219848
0,0,350,350,0,0,KIA,0,1,700,0,0,1,0,1,0,0,1,0,1,0,80804,0,0,0,0,1,0,4,0,0,0.5,1,0,0,4,1,2,0,2,0,0,0.25,94,4,0,1,0,0,KIAS2S94S8,0,0,0,0,-1.310387167,36.77224201
0,0,1000,2000,1,0,KIA,0,0,1000,0,1,2,0,2,0,0,2,0,0,1,80804,0,2,0,2,0,0,2,0,0,0.5,0,0,0,4,2,2,0,2,0,0,0,93,4,0,0,1000,0,KIAS2S93S8,0,0,2,0,-1.310358509,36.77227128
0,0,650,1950,0.5,0,KIA,0,5,100,0,1,3,0,3,0,0,3,0.375,0,1,80805,0,3,0,3,0,0,6,0.125,0,0.556,0,0,0,18,8,10,0,2,0,0,0.278,123,18,3,0,1200,0,KIAS2S123S,0,0,4,1,-1.310316457,36.77233141
0,0,1550,9300,0.167,0,KIA,0,6,1500,0,1,5,0,5,0,0,6,0,0,1,80805,0,6,0,5,5,0,5.6,0,0,0.607,0.833,0,0,28,6,17,0,2,0,0,0.214,118,28,0,0,1600,0,KIAS2S118S,0,0,1,0,-1.310240083,36.77245015
0,0,0,0,0.8,0,KIA,0,2,0,0,1,2,0,2,0,0,2,0,0,1,80805,0,2,0,2,1,0,7,0,0,0.571,0.2,0,0,14,5,8,0,2,0,0,0.143,114,14,0,0,0,0,KIAS2S114S,0,0,4,0,-1.310188437,36.77259162
0,0,1000,2000,0.333,0,KIA,0,1,1000,0,1,2,0,2,0,0,2,0.333,0,1,80805,0,2,0,2,1,0,5,0,0,0.6,0.333,0,0,9,3,6,0,2,0,0,0.1,120,10,1,0,1000,0,KIAS2S120S,0,0,1,0,-1.310273289,36.77252005
0,0,1000,3000,0.5,0,KIA,0,1,1000,0,1,2,0,2,0,0,3,0,0,0.5,80805,0,2,0,1,1,0,3.5,0,0,0.571,0.5,0,0,7,2,4,0,2,0,0,0.143,121,7,0,0,1000,0,KIAS2S121S,0,0,1,0,-1.310305261,36.77245192
0,0,900,7200,0.375,0,KIA,0,4,800,0,1,8,0,8,0,0,8,0,0,0.75,80805,0,8,0,6,4,0,2.875,0.125,0,0.478,0.5,0,0,23,8,11,0,2,0,0,0.174,126,23,0,0,1000,0,KIAS2S126S,0,0,3,1,-1.310374372,36.77250908
0,0,850,10200,0.5,0,KIA,0,5,500,0,1,11,0,11,0,0,12,0,0,0.55,80805,0,11,0,6,5,0,3.091,0.083,0,0.5,0.417,0,0,35,12,17,0,2,0,0,0.147,122,34,0,0,1200,0,KIAS2S122S,0,0,6,1,-1.310402103,36.77241196
0,0,950,9500,0.5,0,KIA,0,4,600,1,1,9,0,9,0,0,10,0.167,0,0.78,80804,0,9,0,7,4,0,3.667,0,0,0.515,0.333,0,0,34,12,17,0,2,0,0,0.121,97,33,2,0,1300,0,KIAS2S97S8,0,0,6,0,-1.310420426,36.77232938
0,0,0,0,0,0,KIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KIAS0S0S0,0,0,0,0,-1.310451967,36.77195616
0,0,0,0,0,0,KIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KIAS0S0S0,0,0,0,0,-1.310598395,36.77224881
0,0,600,1200,0.5,0,KIA,0,1,600,1,1,2,0,2,0,0,2,0,0,0.5,80805,0,2,0,1,1,0,3,0,0,0.5,0.5,0,0,6,2,3,0,2,0,0,0.167,167,6,0,0,600,0,KIAS2S167S,0,0,1,0,-1.310711073,36.77219489
0,0,0,0,0,0,KIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KIAS0S0S0,0,0,0,0,-1.310675709,36.77225236
0,0,1500,3000,0,0,KIA,0,2,1500,0,1,2,0,2,0,0,2,0,0,1,80805,0,2,0,2,2,0,2.5,0,0,0.2,1,0,0,5,2,1,0,2,0,0,0.4,124,5,0,0,1500,0,KIAS2S124S,0,0,0,0,-1.310491126,36.77223663
0,1,900,8100,0.769,0,KIA,0,1,700,0,1,9,0,10,1,0,9,0.154,0,0.2,80805,0,10,0,2,1,0,2,0,0,0.222,0.077,0,0,19,13,4,0,2,0,0,0.056,125,18,2,0,1100,0,KIAS2S125S,0,0,10,0,-1.310545681,36.77234339
0,0,1000,5000,0.2,0,KIA,0,3,700,0,1,4,0,4,0,0,5,0.2,0,1,80805,0,4,0,4,3,0,3.25,0,0,0.385,0.6,0,0,12,5,5,0,2,0,0,0.231,153,13,1,0,1300,0,KIAS2S153S,0,0,1,0,-1.310545328,36.77242776
0,0,0,0,0,0,KIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KIAS0S0S0,0,0,0,0,-1.310591869,36.77229252
0,0,750,1500,0.5,0,KIA,0,2,600,0,1,2,0,2,0,0,2,0,0,0.5,80805,0,2,0,1,1,0,2.5,0,0,0.4,0.5,0,0,5,2,2,0,2,0,0,0.4,161,5,0,0,900,0,KIAS2S161S,0,0,1,0,-1.31069077,36.77232398
0,0,550,1100,0.6,0,KIA,0,1,500,0,1,2,0,2,0,0,2,0,0,0,80805,0,2,0,0,1,0,3,0.2,0,0,0.2,0,0,6,5,0,0,2,0,0,0.167,163,6,0,0,600,0,KIAS2S163S,0,0,3,1,-1.310709681,36.77228005
0,0,1650,8250,0.143,0,KIA,0,4,700,0,1,5,0,5,0,0,5,0.286,0,0.6,80805,0,5,0,3,4,0,4.8,0,0,0.542,0.571,0,0,24,7,13,0,2,0,0,0.167,164,24,2,0,2600,0,KIAS2S164S,0,0,1,0,-1.31076829,36.77221774
0,0,0,0,0,0,KIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KIAS0S0S0,0,0,0,0,-1.31081148,36.77215908
0,9,1050,10500,0.667,0,KIA,0,3,500,0,0.889,7,0,16,0,0,10,0.083,0.111,0.31,80805,0,8,0,5,3,0,5,0,0,0.571,0.25,0,0,34,12,20,0,2,0,0,0.086,161,35,1,1,1600,0,KIAS2S161S,0,0,8,0,-1.310795109,36.77230552
0,0,1125,6750,0.25,0,KIA,0,4,750,0,0.5,3,1,4,0,0,6,0.125,0.5,1,80805,0,3,0,4,3,0,9.333,0.25,0,0.607,0.375,0,0,27,8,17,0,2,0,0,0.143,160,28,1,3,1500,0,KIAS2S160S,0,0,2,2,-1.310816113,36.77238155
0,0,600,1800,0.5,0,KIA,0,1,600,1,0,3,0,3,0,0,3,0.25,1,0,80805,0,0,0,0,1,0,1.667,0,0,0,0.25,0,0,4,4,0,0,2,0,0,0.2,165,5,1,3,600,0,KIAS2S165S,0,0,2,0,-1.310853598,36.77233469
0,0,1900,11400,0,0,KIA,0,3,1500,1,1,6,0,6,0,0,6,0.2,0,0.83,80805,0,6,0,5,3,0,3.167,0.2,0,0.579,0.6,0,0,21,5,11,0,2,0,0,0.158,150,19,1,0,2300,0,KIAS2S150S,0,0,0,1,-1.310705874,36.77240235
0,0,1250,12500,0.417,0,KIA,0,9,700,0,1,8,0,8,0,0,10,0.083,0,0,80805,0,8,0,0,3,0,3.625,0.25,0,0.483,0.25,0,0,26,12,14,0,2,0,0,0.31,148,29,1,0,1800,0,KIAS2S148S,0,0,5,3,-1.310831509,36.77249936
0,0,1050,6300,0,0,KIA,0,5,800,0,1,6,0,6,0,0,6,0.167,0,1,80805,0,6,0,6,4,0,3.833,0.167,0,0.565,0.667,0,0,23,6,13,0,2,0,0,0.217,152,23,1,0,1300,0,KIAS2S152S,0,0,0,1,-1.310629642,36.77248163
0,0,1250,11250,0.333,0,KIA,0,5,1000,1,1,8,0,8,0,0,9,0,0,1,80805,0,8,0,8,4,0,4.625,0.222,0,0.649,0.444,0,0,35,9,24,0,2,0,0,0.135,128,37,0,0,1500,0,KIAS2S128S,0,0,3,2,-1.310595142,36.7725578
0,0,0,0,0,0,KIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KIAS0S0S0,0,0,0,0,-1.31005943,36.77277956
0,0,1100,13200,0.364,0,KIA,0,7,1000,0,0,11,0,11,0,0,12,0,0,1,80623,0,0,0,11,7,0,3.182,0,0,0.486,0.636,0,0,35,11,17,0,4,0,0,0.2,36,35,0,0,1200,0,KIAS4S36S8,0,0,4,0,-1.310162722,36.77285995
0,0,900,7200,0.167,0,KIA,0,5,600,0,0,8,0,8,0,0,8,0,0,1,80624,0,0,0,8,5,0,4.25,0,0,0.676,0.833,0,0,33,6,23,0,4,0,0,0.147,48,34,0,0,1200,0,KIAS4S48S8,0,0,1,0,-1.310163395,36.77273766
0,0,1500,6000,0.5,0,KIA,0,2,1500,0,0,3,0,3,0,0,4,0,0,1,80623,0,0,0,3,2,0,3.667,0,0,0.455,0.5,0,0,11,4,5,0,4,0,0,0.182,37,11,0,0,1500,0,KIAS4S37S8,0,0,2,0,-1.31025249,36.77280494
0,0,1750,3500,0.4,0,KIA,0,3,1500,0,0,2,0,2,0,0,2,0,0,1,80623,0,0,0,2,3,0,5,0,0,0.2,0.6,0,0,10,5,2,0,4,0,0,0.3,47,10,0,0,2000,0,KIAS4S47S8,0,0,2,0,-1.310266213,36.7727477
0,0,1200,2400,0.5,0,KIA,0,1,1200,1,1,2,0,2,0,0,2,0,0,1,80805,0,2,0,2,1,0,2,0,0,0.25,0.5,0,0,4,2,1,0,2,0,0,0.25,116,4,0,0,1200,0,KIAS2S116S,0,0,1,0,-1.310220564,36.77267842
0,0,1250,6250,0.5,0.2,KIA,0,2,1000,0,0.8,4,1,5,0,0,5,0.125,0,0.8,80805,0,4,0,4,2,0,4.25,0.125,0,0.412,0.25,0,0,16,8,7,1,2,0,0,0.118,115,17,1,0,1500,0,KIAS2S115S,0,0,4,1,-1.310254499,36.77261684
0,0,700,1400,0,0,KIA,0,2,700,0,1,2,0,2,0,0,2,0,0,0.5,80805,0,2,0,1,2,0,3.5,0,0,0.429,1,0,0,7,2,3,0,2,0,0,0.286,117,7,0,0,700,0,KIAS2S117S,0,0,0,0,-1.3102878,36.77270118
0,0,0,0,0,0,KIA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,80623,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,32,0,0,0,0,0,KIAS4S32S8,0,0,0,0,-1.310229731,36.77299671
0,1,0,0,0,0,KIA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,80623,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,42,0,0,0,0,0,KIAS4S42S8,0,0,0,0,-1.310298678,36.77290735
0,0,1100,5500,0.4,0,KIA,0,2,1000,0,0,5,0,5,0,0,5,0,0,1,80623,0,0,0,5,1,0,2.4,0.4,0,0.5,0.2,0,0,12,5,6,0,4,0,0,0.167,44,12,0,0,1200,0,KIAS4S44S8,0,0,2,2,-1.310332996,36.77284278
0,0,1000,3000,0.5,0,KIA,0,1,1000,0,0,2,0,2,0,0,3,0,0,0,80623,0,0,0,0,1,0,5,0,0,0.7,0.5,0,0,10,2,7,0,4,0,0,0.1,45,10,0,0,1000,0,KIAS4S45S8,0,0,1,0,-1.310380678,36.77279289
0,0,800,1600,0,0,KIA,0,2,800,0,0,2,0,2,0,0,2,0,0,1,80623,0,0,0,2,2,0,4.5,0,0,0.556,1,0,0,9,2,5,0,4,0,0,0.222,46,9,0,0,800,0,KIAS4S46S8,0,0,0,0,-1.310337502,36.7727293
0,0,800,2400,0,0,KIA,0,1,600,0,1,3,0,3,0,0,3,0.667,0,0.67,80805,0,3,0,2,1,0,2,0,0,0.333,0.333,0,0,6,3,2,0,2,0,0,0.167,131,6,2,0,1000,0,KIAS2S131S,0,0,0,0,-1.310422682,36.77274804
0,0,1100,9900,0.333,0,KIA,0,7,900,0,1,9,0,9,0,0,9,0.083,0,0.89,80805,0,9,0,8,7,0,3.778,0,0,0.441,0.583,0,0,34,12,15,0,2,0,0,0.206,130,34,1,0,1300,0,KIAS2S130S,0,0,4,0,-1.310499661,36.77272034
0,0,750,6750,0,0,KIA,0,6,500,0,0,8,0,8,0,0,9,0,0,1,80623,0,0,0,8,7,0,2.5,0.125,0,0.25,0.875,0,4,40,8,5,0,6,0,0,0.3,104,20,0,0,1000,0,KIAS6S104S,0,0,0,1,-1.310499996,36.77287288
0,0,0,0,0,0,KIA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KIAS0S0S0,0,0,0,0,-1.310404943,36.77285648
0,0,0,0,0,0,KIA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KIAS0S0S0,0,0,0,0,-1.310437126,36.77295467
0,0,0,0,0,0,KIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KIAS0S0S0,0,0,0,0,-1.310564826,36.77293212
0,0,0,0,0,0,KIA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,80623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,33,0,0,0,0,0,KIAS4S33S8,0,0,0,0,-1.310271903,36.77299404
0,0,1050,4200,0.5,0,KIA,0,2,1050,0,0,4,0,4,0,0,4,0,0,0,80623,0,0,0,0,1,0,1.5,0.25,0,0.167,0.25,0,0,6,4,1,0,4,0,0,0.333,34,6,0,0,1050,0,KIAS4S34S8,0,0,2,1,-1.310331143,36.77303855
0,0,1150,8050,0.462,0,KIA,0,8,800,0,0,7,0,7,0,0,7,0,0,1,80623,0,0,0,7,5,0,4.143,0.154,0,0.379,0.385,0,0,29,13,11,0,4,0,0,0.276,27,29,0,0,1500,0,KIAS4S27S8,0,0,6,2,-1.310281943,36.77309511
0,0,500,1500,0.5,0,KIA,0,1,500,0,0,3,0,3,0,0,3,0,0,1,80623,0,0,0,3,1,0,1,0,0,0,0.5,0,0,3,2,0,0,4,0,0,0.333,26,3,0,0,500,0,KIAS4S26S8,0,0,1,0,-1.310253829,36.77315502
0,0,1750,5250,0.571,0,KIA,0,2,1500,0,0,2,0,2,0,0,3,0,0,1,80623,0,0,0,2,3,0,7.5,0,0,0.333,0.429,0,0,6,7,5,0,4,0,0,0.133,38,15,0,0,2000,0,KIAS4S38S8,0,0,4,0,-1.310396281,36.77313795
0,0,1000,2000,0,0,KIA,0,2,1000,0,0,2,0,2,0,0,2,0,0,1,80623,0,0,0,2,1,0,4.5,0.5,0,0.667,0.5,0,0,9,2,6,0,4,0,0,0.222,39,9,0,0,1000,0,KIAS4S39S8,0,0,0,1,-1.310459665,36.77316138
0,0,1000,3000,0.8,0,KIA,0,1,1000,0,0,3,0,3,0,0,3,0,0,0,80623,0,0,0,0,1,0,2.333,0,0,0.143,0.2,0,0,8,5,1,0,4,0,0,0.143,40,7,0,0,1000,0,KIAS4S40S8,0,0,4,0,-1.310427764,36.77308604
0,4,0,0,1,0,KIA,0,7,0,0,0,1,0,6,2,1,6,0,0,0.67,80623,1,0,0,4,0,0,8,0,0,0,0,0,0,8,8,0,0,4,2,0,0.875,4,8,0,0,0,0,KIAS4S4S80,0,0,8,0,-1.310099871,36.77344855
0,0,1250,6250,0.167,0,KIA,0,4,1000,0,0,5,0,5,0,0,5,0,0,1,230608,0,0,0,5,4,0,5.8,0.167,0,0.655,0.667,0,0,23,6,19,0,4,0,0,0.138,18,29,0,0,1500,0,KIAS4S18S2,0,0,1,1,-1.310146393,36.77339065
0,1,3000,3000,0,0,KIA,0,1,3000,0,0,1,0,2,1,0,1,0,0,0.5,80623,0,0,0,1,1,0,4,0,0,0.5,1,0,0,4,1,2,0,4,0,0,0.25,3,4,0,0,3000,0,KIAS4S3S80,0,0,0,0,-1.31017116,36.77350879
0,0,0,0,0,0,KIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KIAS0S0S0,0,0,0,0,-1.310219021,36.77348369
0,0,0,0,0,0,KIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KIAS0S0S0,0,0,0,0,-1.310217682,36.77344463
0,0,500,2000,0.25,0,KIA,0,3,1000,0,0,2,0,3,0,0,4,0,0,0,230608,0,0,0,0,2,0,7,0.25,1,0.571,0.5,0,0,14,4,8,0,4,0,0,0.214,11,14,0,0,0,0,KIAS4S11S2,0,0,1,1,-1.310293992,36.77348704
0,0,0,0,0,0,KIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KIAS0S0S0,0,0,0,0,-1.310286294,36.77357272
0,0,1500,6000,0,0,KIA,0,4,1500,0,0,4,0,4,0,0,4,0,0,1,230608,0,0,0,4,4,0,3.5,0,0,0.429,1,0,0,12,4,6,0,4,0,0,0.286,16,14,0,0,1500,0,KIAS4S16S2,0,0,0,0,-1.310260289,36.77334134
0,0,1050,6300,0.286,0,KIA,0,4,1000,0,0,5,0,5,0,0,6,0,0,1,230608,0,0,0,5,5,0,6.2,0,0,0.613,0.714,0,0,31,7,19,0,4,0,0,0.129,14,31,0,0,1100,0,KIAS4S14S2,0,0,2,0,-1.310319412,36.7733699
0,0,0,0,0.5,0,KIA,0,1,0,0,0,2,0,2,0,0,2,0,0,1,230608,0,0,0,2,1,0,3,0,0,0.5,0.5,0,0,6,2,3,0,4,0,0,0.167,13,6,0,0,0,0,KIAS4S13S2,0,0,1,0,-1.310312902,36.77343148
0,0,1150,18400,0.591,0,KIA,0,10,1000,0,0,16,0,16,0,0,16,0,0,1,80623,0,0,0,16,7,0,3.25,0.091,0,0.442,0.318,0,1,52,22,23,0,4,0,0,0.192,15,52,0,0,1300,0,KIAS4S15S8,0,0,13,2,-1.310304123,36.77325309
0,0,700,2100,0.5,0,KIA,0,2,700,0,0,3,0,3,0,0,3,0,0,1,80623,0,0,0,3,1,0,1.667,0,0,0.4,0.5,0,0,5,2,2,0,4,0,0,0.4,21,5,0,0,700,0,KIAS4S21S8,0,0,1,0,-1.310125475,36.77326313
0,0,1250,6250,0.167,0,KIA,3,4,1000,0,0,4,0,4,0,0,5,0,0,1.25,80623,0,0,0,5,4,0,5.25,0.167,0,0.524,0.667,0,3,21,6,11,0,6,0,0,0.19,97,21,0,0,1500,0,KIAS6S97S8,0,0,1,1,-1.310551204,36.7731172
0,0,2000,8000,0.667,0,KIA,0,4,1500,0,0,4,0,4,0,0,4,0,0,1,80623,0,0,0,4,2,0,3.5,0,0,0.429,0.333,0,0,14,6,6,0,4,0,0,0.286,35,14,0,0,2500,0,KIAS4S35S8,0,0,4,0,-1.310373226,36.77322082
0,0,2000,8000,0.75,0,KIA,4,2,2000,0,0,4,0,4,0,0,4,0,0,1,80623,0,0,0,4,0,0,1.25,0.25,0,0.2,0,0,4,5,4,1,0,6,0,0,0.4,93,5,0,0,2000,0,KIAS6S93S8,0,0,3,1,-1.310498322,36.77319853
0,0,1500,6000,0.4,0,KIA,0,5,1500,0,0,4,0,4,0,0,4,0,0,1,80623,0,0,0,4,3,0,3.75,0,0,0.467,0.6,0,0,15,5,7,0,6,0,0,0.333,92,15,0,0,1500,0,KIAS6S92S8,0,0,2,0,-1.31051104,36.77330329
0,0,0,0,0,0,KIA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,80623,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,91,0,0,0,0,0,KIAS6S91S8,0,0,0,0,-1.310448118,36.77332103
0,0,1500,6000,0.333,0,KIA,0,2,1500,0,0,3,0,3,0,0,4,0,0,1,80620,0,0,0,3,2,0,3,0,0,0.444,0.667,0,0,7,3,4,0,6,0,0,0.222,72,9,0,0,1500,0,KIAS6S72S8,0,0,1,0,-1.310412749,36.77343966
0,0,0,0,0,0,KIA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,80623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,90,0,0,0,0,0,KIAS6S90S8,0,0,0,0,-1.310330953,36.77357338
0,0,0,0,0,0,KIA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,80620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,70,0,0,0,0,0,KIAS6S70S8,0,0,0,0,-1.310386702,36.77357607
0,0,0,0,0,0,KIA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,80620,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,69,0,0,0,0,0,KIAS6S69S8,0,0,0,0,-1.310353902,36.77362527
0,0,0,0,0,0,KIA,0,1,0,1,0,1,0,1,0,0,1,0,0,1,80620,0,0,0,1,1,0,10,0,0,0.8,1,0,0,10,1,8,0,6,0,0,0.1,71,10,0,0,0,0,KIAS6S71S8,0,0,0,0,-1.31042151,36.77354092
0,0,1375,12375,0.167,0,KIA,0,5,1000,0,0,8,0,8,0,0,9,0,0,1,80620,0,0,0,8,5,0,4.75,0,0,0.711,0.833,0,0,38,6,27,0,6,0,0,0.132,73,38,0,0,1750,0,KIAS6S73S8,0,0,1,0,-1.310485125,36.77346339
0,1,0,0,0,0,KIA,0,0,0,0,0,6,0,7,1,0,0,0,0,0,80619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,KIAS6S7S80,0,0,0,0,-1.310420576,36.77364111
0,0,1500,4500,0,0,KIA,0,1,1500,0,0,2,0,2,0,0,3,0,0,1,80620,0,0,0,2,1,0,5.5,0.5,0,0.727,0.5,0,0,11,2,8,0,6,0,0,0.091,74,11,0,0,1500,0,KIAS6S74S8,0,0,0,1,-1.310487702,36.77358912
0,0,0,0,1,0,KIA,0,0,0,0,0,2,0,2,0,0,2,0,0,0,80620,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,6,0,0,0,63,2,0,0,0,0,KIAS6S63S8,0,0,2,0,-1.310474894,36.77366811
0,0,0,0,0,0,KIA,0,7,0,0,0,7,0,7,0,0,7,0,0,0,80619,0,0,0,0,7,0,2,0,0,0,1,0,0,14,7,0,0,6,0,0,0.5,6,14,0,0,0,0,KIAS6S6S80,0,0,0,0,-1.310474559,36.77373639
0,0,0,0,0,0,KIA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,80620,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,64,0,0,0,0,0,KIAS6S64S8,0,0,0,0,-1.310575636,36.77372434
0,0,1000,2000,0.5,0,KIA,0,1,1000,0,0,2,0,2,0,0,2,0,0,1,80620,0,0,0,2,0,0,4,0.5,0,0.75,0,0,2,8,2,6,0,6,0,0,0.125,77,8,0,0,1000,0,KIAS6S77S8,0,0,1,1,-1.310587601,36.77364987
0,0,800,3200,0.333,0,KIA,0,4,800,0,0,4,0,4,0,0,4,0,0,0,80620,0,0,0,0,4,0,5.5,0,0,0.545,0.667,0,0,22,6,12,0,6,0,0,0.182,76,22,0,0,800,0,KIAS6S76S8,0,0,2,0,-1.310544677,36.77338262
0,0,1000,10000,0.455,0,KIA,0,6,500,0,0,10,0,10,0,0,10,0,0,0,80620,0,0,0,0,4,0,3.4,0.182,0,0.559,0.364,0,0,34,11,19,0,6,0,0,0.176,75,34,0,0,1500,0,KIAS6S75S8,0,0,5,2,-1.310575134,36.77352988
0,0,0,0,0,0,KIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KIAS0S0S0,0,0,0,0,-1.310604587,36.77369689
0,0,1300,3900,0.8,0,KIA,0,3,1300,0,0,3,0,3,0,0,3,0,0,0,80620,0,0,0,0,1,0,3,0,0,0.333,0.2,0,0,9,5,3,0,6,0,0,0.333,87,9,0,0,1300,0,KIAS6S87S8,0,0,4,0,-1.31060191,36.77336622
0,0,1500,1500,0,0,KIA,0,1,1500,0,0,1,0,1,0,0,1,0,0,1,80623,0,0,0,1,1,0,8,0,0,0.75,1,0,0,8,1,6,0,6,0,0,0.125,94,8,0,0,1500,0,KIAS6S94S8,0,0,0,0,-1.310532293,36.77325443
0,0,0,0,0.667,0,KIA,2,1,0,0,0,2,0,2,0,0,2,0,0,1,80623,0,0,0,2,1,0,3,0,0,0.333,0.333,0,0,6,3,2,0,6,0,0,0.167,95,6,0,0,0,0,KIAS6S95S8,0,0,2,0,-1.310549697,36.77320389
0,0,1050,5250,0.5,0,KIA,0,3,800,0,0,5,0,5,0,0,5,0,0,0.6,80623,0,0,0,3,2,0,3,0.167,0,0.467,0.333,0,0,15,6,7,0,6,0,0,0.2,88,15,0,0,1300,0,KIAS6S88S8,0,0,3,1,-1.310611281,36.77329258
0,0,900,5400,0.5,0,KIA,0,4,800,0,0,6,0,6,0,0,6,0,0,0,80623,0,0,0,0,3,0,2.833,0.125,0,0.353,0.375,0,0,7,8,6,0,6,0,0,0.235,96,17,0,0,1000,0,KIAS6S96S8,0,0,4,1,-1.31062902,36.77320343
0,0,900,1800,0,0,KIA,0,2,800,0,0,2,0,2,0,0,2,0,0,1,80623,0,0,0,2,2,0,2.5,0,0,0.2,1,0,0,5,2,1,0,6,0,0,0.4,99,5,0,0,1000,0,KIAS6S99S8,0,0,0,0,-1.310653117,36.77313795
0,0,400,4000,0.5,0,KIA,0,4,400,0,0,5,0,5,0,0,10,0,0,1,80623,0,0,0,5,4,0,6,0.1,0,0.533,0.4,0,0,17,10,16,0,6,0,0,0.133,98,30,0,0,400,0,KIAS6S98S8,0,0,5,1,-1.310614293,36.77303972
0,1,0,0,0,0,KIA,0,0,0,0,0,0,0,3,1,2,0,0,0,0,80619,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,KIAS6S4S80,0,0,0,0,-1.310562248,36.77387595
